도서관명,구명,주소,위도,경도
BIBLIOTECA,강남구,서울특별시 강남구 도산대로 25길 15-4 1층,37.5207695,127.0245651
LH강남3단지작은도서관,강남구,서울특별시 강남구 자곡로3길 22 ,37.46997231,127.0910208
休+밤토리SH작은도서관,강남구,서울특별시 강남구 밤고개로26길 50(율현동 강남한신휴플러스6단지),37.47054284,127.1137731
강남구립못골도서관,강남구,서울특별시 강남구 자곡로 116,37.47153836,127.096582
강남역삼푸른솔도서관,강남구,서울특별시 강남구 테헤란로8길 36. 4층,37.4964968,127.0320274
강남한신휴플러스8단지작은도서관,강남구,서울특별시 강남구 밤고개로27길 20(율현동 강남한신휴플러스8단지) ,37.46971323,127.1130164
강남한양수자인작은씨앗도서관,강남구,서울특별시 강남구 자곡로 260 ,37.47586067,127.1134903
개포4동작은도서관,강남구,서울특별시 강남구 개포로38길 12 개포4동주민센터 ,37.47882622,127.0516625
국립어린이청소년도서관,강남구,서울특별시 강남구 테헤란로7길 21,37.50090187,127.0296764
꿈꾸는작은도서관,강남구,서울특별시 강남구 자곡로3길 21 ,37.47176041,127.0881053
꿈밭작은도서관,강남구,서울특별시 강남구 자곡로 204-19 2층,37.47375667,127.104168
남서울중앙교회작은도서관,강남구,서울특별시 강남구 삼성로 40(개포동) 1층,37.48894236,127.0666071
논현도서관,강남구,서울특별시 강남구 학동로43길 17(논현동) 논현2동주민센터 6층,37.51727791,127.0371879
논현정보도서관,강남구,서울특별시 강남구 학동로 167  3층,37.51386197,127.0293199
다움영어도서관,강남구,서울특별시 강남구 개포로 124길 7(일원동),37.49411388,127.0828722
대치1동작은도서관,강남구,서울특별시 강남구 남부순환로 391길 19 대치1문화센터 지하1층 ,37.49324594,127.0567758
대치도서관,강남구,서울특별시 강남구 삼성로 212 은마아파트 복지상가 2층 215호,37.49879449,127.066997
데시앙숲속작은도서관,강남구,서울특별시 강남구 광평로 34길 55 ,37.48070634,127.0896793
도곡2동작은도서관,강남구,서울특별시 강남구 남부순환로378길 34-9 도곡2동주민센터 ,37.48372309,127.0464069
도곡정보문화도서관,강남구,서울특별시 강남구 도곡로18길 57,37.4883101,127.0388803
드림작은도서관,강남구,서울특별시 강남구 언주로121길 5(논현동) 1층,37.51146572,127.0353539
래미안포레작은도서관,강남구,서울특별시 강남구 밤고개로 21길 25 ,37.47504703,127.1076438
루디아영어어린이도서관,강남구,서울특별시 강남구 헌릉로 569 802호(세곡동) 강남리더스빌딩 802호,37.46575726,127.1012262
맛있는 도서관,강남구,서울특별시 강남구 남부순환로365길 22 B 101호,37.486838,127.0372526
못골한옥어린이도서관,강남구,서울특별시 강남구 영동대로 65길 24 대치2동주민센터3층,37.50230515,127.0641886
브리즈힐도서관,강남구,서울특별시 강남구 자곡로 3길 45,37.47222456,127.0906848
사피엔스 작은도서관,강남구,서울특별시 강남구 삼성로 720 청담동천주교회,37.5203668,127.0478323
산마루 작은도서관,강남구,서울특별시 강남구 영동대로 118길 39 ,37.5178203,127.0590694
삼성도서관,강남구,서울특별시 강남구 봉은사로 616 삼성1동주민센터 동관 4층 ,37.51435272,127.0626058
삼성서울병원의학정보센터,강남구,서울특별시 강남구 일원로 81 삼성서울병원 별관 지하 3층,37.49034493,127.0895905
서울특별시교육청강남도서관,강남구,서울특별시 강남구 선릉로116길 45,37.51368143,127.0468374
서울특별시교육청개포도서관,강남구,서울특별시 강남구 선릉로4길 30,37.48308019,127.063867
세곡도서관,강남구,서울특별시 강남구 밤고개로 286 세곡동주민센터 ,37.4690517,127.1069139
세곡리엔파크1단지아파트 SH도서관,강남구,서울특별시 강남구 헌릉로 590길 100 관리동2층(세곡동) ,37.4640671,127.0984192
세곡리엔파크5단지도서관,강남구,서울특별시 강남구 헌릉로590길 63 ,37.4600486,127.0993931
수서동작은도서관,강남구,서울특별시 강남구 광평로 301-4 수서동주민센터 ,37.48890342,127.1049909
신사동작은도서관,강남구,서울특별시 강남구 압구정로 128 신사동주민센터 ,37.52397487,127.0227972
아름다운도서관,강남구,서울특별시 강남구 논현로68길 5,37.49470924,127.0404834
압구정동작은도서관,강남구,서울특별시 강남구 압구정로33길 48 압구정동주민센터,37.53061779,127.0306528
역삼2동작은도서관,강남구,서울특별시 강남구 언주로 314 강남프라자 2층,37.49588839,127.046474
역삼도서관,강남구,서울특별시 강남구 역삼로7길 16,37.49537399,127.0332844
열린도서관,강남구,서울특별시 강남구 일원로 115 삼성생명빌딩 B동 203호,37.4839558,127.0845367
이편한세상도서관,강남구,서울특별시 강남구 헌릉로 571길 20 ,37.46574983,127.1030362
일원1동작은도서관,강남구,서울특별시 강남구 양재대로55길 14 일원1동 주민센터,37.49184926,127.0880233
일원본동작은도서관,강남구,서울특별시 강남구 광평로 126 일원본동주민센터 ,37.48337783,127.0864821
정다운도서관,강남구,서울특별시 강남구 학동로67길 11 3층정다운도서관,37.51909941,127.0464411
즐거운도서관,강남구,서울특별시 강남구 도곡로77길 23,37.49973075,127.0578497
청담도서관,강남구,서울특별시 강남구 압구정로79길 26 청담주민센터 7층,37.52509298,127.0492914
통계청나라셈도서관,강남구,서울특별시 강남구 언주로 721(논현동) 서울세관 별관 4층,37.51814355,127.0349803
페미니즘 도서관 두잉,강남구,서울특별시 강남구 삼성로 654 B1,37.5185487,127.0485138
푸르지오책사랑,강남구,서울특별시 강남구 자곡로 21 ,37.4662566,127.0923733
피치서가,강남구,서울특별시 강남구 논현로 168길 39 2층,37.5232559,127.0293329
하상시각장애인도서관,강남구,서울특별시 강남구 개포로 613 하상장애인복지회관,37.4924322,127.0728459
하음작은도서관,강남구,서울특별시 강남구 개포로25길 5 B1,37.4792226,127.045865
한국고등교육재단정보자료실,강남구,서울특별시 강남구 테헤란로 211 한국고등교육재단 지하3층,37.50188824,127.0392423
한국관세무역개발원자료실,강남구,서울특별시 강남구 언주로 735 관우빌딩 6층,37.52079171,127.0337358
한국무역협회정보자료실,강남구,서울특별시 강남구 영동대로 511 무역센터 트레이드타워 603호,37.51035608,127.0610231
한국문학번역원번역전문도서관,강남구,서울특별시 강남구 영동대로112길 32,37.51522231,127.0628405
한국지식재산연구원지식재산전문도서관,강남구,서울특별시 강남구 테헤란로 131 한국지식재산센터 3층,37.50008222,127.0329376
행복한도서관,강남구,서울특별시 강남구 영동대로65길 24(대치2문화센터 3층),37.50230515,127.0641886
힐즈도서관,강남구,서울특별시 강남구 자곡로 101,37.4724452,127.0958153
가람슬기작은도서관,강동구,서울특별시 강동구 강동대로53길 76 (성내동) 성내3동주민센터 1층,37.52604274,127.1328841
강동구립강일도서관,강동구,서울특별시 강동구 아리수로 93길 9-14,37.56504077,127.1739073
강동구립성내도서관,강동구,서울특별시 강동구 성안로 106-1,37.53283244,127.1333354
강동구립암사도서관,강동구,서울특별시 고덕로 20길 42 (암사동 471-37),37.55283455,127.1333221
강동구립천호도서관,강동구,서울특별시 강동구 성안로 31마길 1(천호3동 제2공영주차장 지상 2층),37.54052333,127.1340816
강동구립해공도서관,강동구,서울특별시 강동구 올림픽로 702,37.54394314,127.1255359
강동성심병원의학도서실,강동구,서울특별시 강동구 성안로 150 강동성심병원 제2별관 교육연구관 5층,37.53615563,127.135336
강동육아누리도서관,강동구,서울특별시 강동구 상암로 168 강동구민회관 2층 2층,37.54573146,127.1412226
강일1단지작은도서관,강동구,서울특별시 강동구 아리수로 93가길25 관리동 2층,37.56787986,127.1726055
강일리버파크6단지책향기문고,강동구,서울특별시 강동구 아리수로94길 19 강일리버파크6단지아파트 관리사무소 2층 ,37.5636621,127.1760796
게냇골작은도서관,강동구,서울특별시 강동구 구천면로 633(상일동) 상일동 주민센터 2층 ,37.55058375,127.1683004
고덕리엔파크3단지SH작은도서관,강동구,서울특별시 강동구 상일로 74 고덕리엔파크3단지아파트 315동 1층 ,37.55327315,127.176167
글고운작은도서관,강동구,서울특별시 강동구 성내로 13 2층(성내동) 성내1동 주민센터 1층,37.53047266,127.1224554
글마루작은도서관,강동구,서울특별시 강동구 아리수로78길 43-12 2층(고덕동) 고덕2동주민센터 2층,37.56474145,127.1624637
글익는작은도서관,강동구,서울특별시 강동구 고덕로 137 3층(암사동) 암사3동주민센터 3층,37.56262355,127.1384359
글향기작은도서관,강동구,서울특별시 강동구 구천면로42길 59 2층(천호동) 천호1동주민센터 2층,37.55042474,127.1397249
늘솔길작은도서관,강동구,서울특별시 강동구 양재대로156길 123 5층(고덕동) 고덕1동주민센터 5층,37.56446543,127.1615646
다온작은도서관,강동구,서울특별시 강동구 천중로51길 52 (길동) 2층,37.54313195,127.1448914
도담도담북카페,강동구,서울특별시 강동구 양재대로138길 37 1층(명일동) 명일1동주민센터 1층,37.55462967,127.1490347
래미안힐스테이트고덕작은도서관,강동구,서울특별시 강동구 아리수로 50길 50 304동 1층,37.5583596,127.151086
롯데캐슬도서관,강동구,서울특별시 강동구 고덕로 131 강동롯데캐슬퍼스트아파트 관리동 지하1층 ,37.55639905,127.1401469
루르드의작은도서관(구 강일동성당작은도서관),강동구,서울특별시 강동구 고덕로 476 1층,37.5578016,127.1764168
명성교회도서관,강동구,서울특별시 강동구 상암로51길 8,37.54691053,127.1462765
반딧불작은도서관,강동구,서울특별시 강동구 천호대로187길 6  2층(길동 길동자치회관),37.53465461,127.1426205
반석도서관,강동구,서울특별시 강동구 천중로49길 32-10 1층,37.54225826,127.143603
배움의공동체학사재,강동구,서울특별시 강동구 동남로83길21 지하1층,37.56068991,127.1553954
부엉이작은도서관,강동구,서울특별시 강동구 진황도로23길 7 2층(천호동) 천호3동주민센터 1층,37.54004014,127.129784
상상마루작은도서관,강동구,서울특별시 강동구 상일로 152 고덕리엔1단지 107동 1층 ,37.56082582,127.1710307
서울특별시교육청강동도서관,강동구,서울특별시 강동구 양재대로116길 57,37.53815107,127.1434874
서울특별시교육청고덕평생학습관,강동구,서울특별시 강동구 고덕동길 295 (고덕2동 296),37.55930391,127.1579066
서원마을작은도서관,강동구,서울특별시 강동구 올림픽로 936 2층(암사동) 마을회관 2층,37.56400935,127.1333801
성내PLUS작은도서관,강동구,서울특별시 강동구 성내로3길18 지하1층,37.53081531,127.1228364
솔향기북카페,강동구,서울특별시 강동구 고덕로97길 20 관리사무소 2층(강일동) 관리동 2층,37.57900841,127.1719981
아람작은도서관,강동구,서울특별시 강동구 양재대로84길 31  2층 (둔촌동),37.53131068,127.1497915
아빠하우스작은도서관,강동구,서울특별시 강동구 구천면로 279 B102호,37.54506356,127.1328948
안말작은도서관,강동구,서울특별시 강동구 풍성로37가길 62 (성내동) 성내2동주민센터 2층,37.53242851,127.1295401
옹기종기작은도서관,강동구,서울특별시 강서구 공항대로 61길 50 염창지역정보센터 내 2층,37.52925099,127.1429858
작은도서관 웃는책(구 천일어린이도서관),강동구,서울특별시 강동구 구천면로42길 60(천호동) 12층,37.55469166,127.1516834
좋은땅꿈나책작은도서관,강동구,서울특별시 강동구 풍성로37가길 58 (성내동) 2층,37.52925099,127.1429858
주영광작은도서관,강동구,서울특별시 강동구 양재대로115길 28 (길동) 3층,37.53245682,127.1292287
채우리작은도서관,강동구,서울특별시 강동구 고덕로24길 49 1층(암사동) 암사1동자치회관 1층,37.53921083,127.1388733
책꾸러미작은도서관,강동구,서울특별시 강동구 상암로 260 2층(명일동) 명일2동주민센터 2층,37.55236421,127.1357035
초대구름도서관,강동구,서울특별시 강동구 상암로 27나길 13 2층 2층,37.54752943,127.1371075
파랑새작은도서관,강동구,서울특별시 노원구 상계로 118 상계2동주민센터 2층 ,37.53097878,127.1496891
한국시각장애인복지재단점자도서관[이동도서관],강동구,서울특별시 강동구 구천면로 645 한국시각장애인복지관,37.5510679,127.1670404
한국점자도서관,강동구,서울특별시 강동구 상암로4가길 32 암사2동새마을문고,37.5516504,127.1250445
함께크는우리,강동구,서울특별시 강동구 고덕로83길 26(고덕동) 2층,37.55930269,127.1516827
해오름작은도서관,강동구,서울특별시 강동구 상암로3길 28 2층(암사동) 암사2동주민센터 2층,37.56665973,127.1384372
햇살작은도서관,강동구,서울특별시 서대문구 세검정로1길 45 홍은1동자치회관 ,37.55044679,127.1398729
희망샘작은도서관,강동구,서울특별시 강동구 풍성로35길 53(성내동)  602호,37.53397665,127.1252752
CMS영어작은도서관,강북구,서울특별시 강북구 삼양로74길 70 2층,37.6299922,127.0216208
강북문화정보도서관,강북구,서울특별시 강북구 오현로 145,37.6251151,127.0360795
강북새희망도서관,강북구,서울특별시 강북구 삼양로 91가길 2 2층 2층,37.63681136,127.0159405
강북청소년문화정보도서관,강북구,서울특별시 강북구 삼양로54길 68,37.62307414,127.0215511
겨자씨작은도서관,강북구,서울특별시 강북구 삼양로 27길 35 삼양제일교회 ,37.6184596,127.0194136
국립재활원재활연구소도서실,강북구,서울특별시 강북구 삼각산로 58 국립재활원 재활연구소 3층,37.63915539,127.0108963
꼴찌만화방작은도서관 ,강북구,서울특별시 강북구 숭인로 5길 14 ,37.61237679,127.0233397
꿈꾸는문고,강북구,서울특별시 강북구 삼각산로 140 4층 ,37.6408896,127.0175027
꿈이익어가는작은도서관,강북구,서울특별시 강북구 삼양로 106-1 1층,37.6133967,127.0222809
꿈익는책마을어린이도서관,강북구,서울특별시 강북구 삼양로47길 9 삼양동 종합복지센터 2층 2층,37.62293571,127.0185412
닻별작은도서관,강북구,서울특별시 강북구 한천로109가길 8 103호,37.6276632,127.0400769
동은작은도서관,강북구,서울특별시 강북구 4.19로13길 4 4층,37.64383521,127.0110662
미아동새마을문고,강북구,서울특별시 강북구 솔매로 49길 14 미아동주민자치센터 2층,37.63251143,127.0283215
미아문화정보도서관,강북구,서울특별시 강북구 솔매로49길 14,37.62709228,127.0269757
밝은작은도서관,강북구,서울특별시 강북구 삼양로 19길 74 엄마손마트 지하,37.61639737,127.0190458
번1동새마을문고,강북구,서울특별시 강북구 한천로 996 번1동 임시청사 4층,37.63776286,127.0305845
번2동새마을문고,강북구,서울특별시 강북구 한천로 897 번2동주민센터 2층,37.63247391,127.0385158
번3동새마을문고,강북구,서울특별시 강북구 한천로 105길 21 번3동주민센터 2층,37.62579675,127.0465047
번동꿈나무작은도서관,강북구,서울특별시 강북구 오현로31길 21 201호(번동),37.62960188,127.0387461
벧엘도서관,강북구,서울특별시 강북구 삼양로 19길 109 삼각산 아이원 아파트 상가 내 지하,37.61616064,127.0173591
별빛초롱문고,강북구,서울특별시 강북구 삼각산로 157 2층 ,37.64190283,127.0211966
북한산둘레길북카페,강북구,서울특별시강북구 4.19로 28길 10 북한산둘레길 북카페,37.64320846,127.0023678
삼각산동새마을문고,강북구,서울특별시 강북구 솔샘로 174(미아동) SK 아파트 제 1관리사무소 1층,37.61784278,127.035569
삼각산어린이도서관,강북구,서울특별시 강북구 삼양로 299(수유동),37.63005002,127.0175582
삼각산어린이도서관,강북구,서울특별시 강북구 삼양로19길 34,37.63005002,127.0175582
삼양동새마을문고,강북구,서울특별시 강북구 삼양로 268 삼양동주민센터 2층,37.62734029,127.0183669
성바오로딸수도회도서관,강북구,서울특별시 강북구 오현로7길 34 성바오로딸수도회,37.61836537,127.0324154
성심중앙문고,강북구,서울특별시 강북구 삼양로117길 58 성심중앙문고 3층,37.64434104,127.0132456
솔샘문화정보도서관,강북구,서울특별시 강북구 솔샘로 177(미아동),37.62047806,127.0124026
송중동새마을문고,강북구,서울특별시 강북구 오패산로 162 송중동 주민센터 3층,37.61612193,127.0337807
송중문화정보도서관,강북구,서울특별시 강북구 도봉로 20나길 6(미아동),37.61831389,127.0299377
송천동새마을문고,강북구,서울특별시 강북구 솔샘로 284 송천동주민센터 2층,37.61829732,127.0238508
송천북카페,강북구,서울특별시 강북구 숭인로 39 (송천센트레빌) 461,37.61249095,127.0250974
송천아름인도서관,강북구,서울특별시 강북구 솔샘로 271 송천아름인지역아동센터 3층 송천아름인지역아동센터 3층,37.61906174,127.0228658
수유1동새마을문고,강북구,서울특별시 강북구 삼양로 299 수유1동 주민센터 2층,37.63005002,127.0175582
수유2동새마을문고,강북구,서울특별시 강북구 한천로 1117 수유2동주민센터 2층,37.64464425,127.0198896
수유3동새마을문고,강북구,서울특별시 강북구 노해로 36 수유3동주민센터 2층,37.63872001,127.0231503
수유마을작은도서관,강북구,서울특별시 강북구 도봉로 71길 26 2층,37.63155713,127.0224509
수유문화정보도서관,강북구,서울특별시 강북구 삼양로 299(수유동),37.63005002,127.0175582
씽크엘작은도서관,강북구,서울특별시 강북구 삼양로 54길 92 2층3층4층,37.62289462,127.0231387
엘림 작은도서관,강북구,서울특별시 강북구 도봉로34길 43-13(미아동),37.6229751,127.0280148
오패산마을공동체마을꿈터도서관,강북구,서울특별시 강북구 오현로 31 삼화그린빌 102호,37.6166993,127.0336376
우리동네작은도서관,강북구,서울특별시 강북구 덕릉로40다길 13 번동제일교회 선교 교육관 2층 526-59,37.62744406,127.0465354
우이동새마을문고,강북구,서울특별시 강북구 삼양로 139길 49 우이동주민센터 2층,37.66370709,127.0123551
작은도서관 별찌,강북구,서울특별시 강북구 오현로 45 꿈의숲해링턴 111동 104호,37.61693604,127.0346097
작은도서관두루,강북구,서울특별시 강북구 삼양로 73길 23 2층 2층,37.62946981,127.0197854
작은도서관책이랑놀자,강북구,서울특별시 강북구 삼양로 79길 19-3 수유동,37.6310508,127.0187333
작은도서관함께놀자,강북구,서울특별시 강북구 인수봉로72길 4(수유동 극동아파트) 상가 13동 3층 2호 113동(상가동) 3층 2호,37.64178968,127.0123048
좋은맘작은도서관,강북구,서울특별시 강북구 삼양로 430 2층 2층,37.64184914,127.0168699
주영광어린이도서관,강북구,서울특별시 강북구 한천로 109길 67 한양아파트 2층,37.62719884,127.0408086
지혜어린이도서관,강북구,서울특별시 강북구 도봉로65길 35 3층,37.62941282,127.0226664
책읽는마을,강북구,서울특별시 강북구 삼양로54길 68 강북청소년문화정보도서관 1층,37.62307414,127.0215511
트리베라1차문고,강북구,서울특별시 강북구 삼양로19길 25 삼성래미안트리베라1차 아파트 관리사무소,37.61282768,127.0214348
푸른별환경도서관,강북구,서울특별시 강북구 삼양로51길 22 양지마을사랑채 1층(미아동),37.62391618,127.0172388
하늘을 나는 작은도서관,강북구,서울특별시 강북구 한천로124나길 27 지층 101동,37.6380173,127.0290972
e편한세상염창작은도서관,강서구,서울특별시 강서구 공항대로 583 관리동,37.5482976,126.8678862
가람작은도서관,강서구,서울특별시 강서구 양천로57길 36 가양5종합사회복지관 ,37.5635654,126.8525312
가양9-1단지작은도서관,강서구,서울특별시 강서구 허준로224 관리동 2층 ,37.55982697,126.8627765
가양도서관,강서구,서울특별시 강서구 양천로61길101(가양동 1493),37.55994851,126.8655346
강서영어도서관,강서구,서울특별시 강서구 곰달래로57가길 26,37.53468572,126.8608018
강서점자도서관,강서구,서울특별시 강서구 공항대로8길 77-24,37.5573639,126.8107549
곰달래도서관,강서구,서울특별시 강서구 강서로5길 50 (곰달래문화복지센터 5 6층),37.52905938,126.8488976
공룡어린이도서관,강서구,서울특별시 강서구 까치산로 144 꿈이있는어린이도서관 강남교회,37.55007327,126.8522095
국립국어원자료실,강서구,서울특별시 강서구 금낭화로 154 3층,37.57915455,126.8138354
글고운SH작은도서관,강서구,서울특별시 강서구 공항대로 124 1102동 1층 ,37.55941384,126.8208126
글마루SH작은도서관,강서구,서울특별시 강서구 마곡서1로 146 ,37.56912773,126.820556
글벗누리작은도서관,강서구,서울특별시 강서구 방화대로 330 방화1동주민센터 2층 2,37.57034125,126.8170501
길꽃어린이도서관,강서구,서울특별시 강서구 금낭화로24길 5,37.57871971,126.8136582
꿈꾸는어린이도서관,강서구,서울특별시 강서구 공항대로 615,37.54733669,126.8733189
꿈나래작은도서관,강서구,서울특별시 강서구 양천로47가길 25-10 양천교회,37.57132885,126.8393354
꿈빛작은도서관,강서구,서울특별시 강서구 공항대로 140 1203동 1층 ,37.55930889,126.8225324
꿈이있는도서관,강서구,서울특별시 강서구 강서로47길 108,37.55372781,126.8299298
꿈자람책놀이터작은도서관,강서구,서울특별시 강서구 개화동로 21길 4 방화11단지아파트 종합사회복지관 ,37.59002188,126.8041536
꿈터작은도서관,강서구,서울특별시 강서구 곰달래로 79 화곡1동주민센터 3층,37.53050717,126.8415913
나무그늘작은도서관,강서구,서울특별시 강서구 마곡서1로 100 2층,37.56485283,126.8216804
나팔부는작은도서관,강서구,서울특별시 강서구 마곡중앙로 33 관리동 2층,37.5561197,126.8618507
내발산작은도서관,강서구,서울특별시 강서구 강서로52길 89 내발산동문화센터 5층 ,37.55744761,126.8247026
다빈작은도서관,강서구,서울특별시 강서구 마곡서로 168 럭스나인오피스텔L동 205호,37.55749787,126.8431987
다솜SH작은도서관,강서구,서울특별시 강서구 마곡서1로 131 2층 ,37.5689636,126.8255406
도란도란쉼터작은도서관,강서구,서울특별시 강서구 허준로 30 가양1동주민센터 2층 ,37.56856045,126.8189022
도리샘작은도서관,강서구,서울특별시 강서구 허준로 202 가양3동주민센터 2층 ,37.56109265,126.8605614
등마루골작은도서관,강서구,서울특별시 강서구 등촌로 143 등촌2동주민센터 2층,37.54265831,126.8625031
등불작은도서관,강서구,서울특별시 강서구 강서로 29길 20 ,37.5396417,126.8404796
등빛도서관,강서구,서울특별시 강서구 강서로62길 48,37.56245409,126.8423739
등촌아이파크도서관,강서구,서울특별시 강서구 등촌로 163 등촌아이파크아파트 ,37.54332407,126.8620737
람원문고,강서구,서울특별시 강서구 까치산로 164,37.5517845,126.8530048
렘넌트문화센터두란노도서관,강서구,서울특별시 강서구 화곡로63길 65 12층,37.5579368,126.8469821
로뎀북카페작은도서관,강서구,서울특별시 강서구 양천로24길 31(방화동),37.57196293,126.815772
마곡엠밸리5단지SH작은도서관,강서구,서울특별시 강서구 마곡서1로 111-11 ,37.56584834,126.8175009
많은샘작은도서관,강서구,서울특별시 강서구 양천로 75길 13 2층 2층,37.5503824,126.8750658
발음작은도서관,강서구,서울특별시 강서구 강서로47나길 35 발음교회 ,37.53177397,126.8455239
방그리나작은도서관,강서구,서울특별시 강서구 금낭화로24길 5 방화3동주민센터 2층,37.57871971,126.8136582
배다리작은도서관,강서구,서울특별시 강서구 곰달래로25길 45 화곡8동주민센터 2층,37.53269878,126.8483319
볏고을작은도서관,강서구,서울특별시 강서구 곰달래로 57가길 26 화곡4동주민센터 2층,37.53468572,126.8608018
새싹작은도서관,강서구,서울특별시 강서구 수명로2길 105 514동 1층 ,37.55216553,126.8270329
생각빚는작은도서관,강서구,서울특별시 강서구 공항대로 481 2층 ,37.55337187,126.8604179
생각열매작은도서관,강서구,서울특별시 강서구 공항대로53가길55 등촌1동주민센터 2층 ,37.55583112,126.8589109
서울특별시교육청강서도서관,강서구,서울특별시 강서구 등촌로51나길 29,37.5479003,126.8599262
솔뫼작은도서관,강서구,서울특별시 강서구 가로공원로77길 30 솔뫼공원경로당 2층,37.53801623,126.8385166
송정작은도서관,강서구,서울특별시 강서구 송정길 45 공항동주민센터 2층 ,37.56355592,126.814849
수명산작은도서관,강서구,서울특별시 강서구 수명로 1길 131 내발산동공공기숙사 지하 1층 ,37.55411388,126.8255181
승리행복작은도서관,강서구, ,,
아리향기작은도서관,강서구,서울특별시 강서구 양천로67가길 63 염창동주민센터2층,37.55377439,126.8709675
아이편한작은도서관,강서구,서울특별시 강서구 강서로 266 우장산아이파크이편한세상,37.54918164,126.8395323
어울림작은도서관,강서구,서울특별시 강서구 마곡중앙1로 72(마곡동 마곡10단지) ,37.572344,126.8380573
역마을작은도서관,강서구,서울특별시 강서구 화곡로 312 화곡6동주민센터 2층 ,37.55181465,126.8500752
염창작은도서관,강서구,서울특별시 강서구 공항대로75길 30 상가동 301호 ,37.54766948,126.8740357
예뜰작은도서관,강서구,서울특별시 은평구 은평로 3길 7 은평비전센터 1층 ,37.59959068,126.9145269
예인작은도서관,강서구,서울특별시 강서구 방화대로 34길 120,37.57174834,126.8232974
옹기종기작은도서관,강서구,서울특별시 강서구 공항대로 61길 50 염창지역정보센터 내,37.52925099,127.1429858
옹달샘작은도서관,강서구,서울특별시 구로구 천왕로 56(천왕동 천왕이펜하우스3단지) 2층,37.5318233,126.854486
우리작은도서관,강서구,서울특별시 강서구 방화대로6라길 26 2층,37.55614907,126.8185107
우장산숲속도서관,강서구,서울특별시 강서구 우현로 34,37.54828757,126.8418355
위드영어전문작은도서관,강서구,서울특별시 강서구 월정로32길 30 1층,37.5352355,126.8370888
작은뜰작은도서관,강서구,서울특별시 강서구 마곡서로 175 작은뜰작은도서관,37.56985973,126.8248177
종이비행기작은도서관,강서구,서울특별시 강서구 남부순환로19길 50 202호,37.5465825,126.8242049
좋은친구어린이도서관,강서구,서울특별시 강서구 방화대로6나길 28 한사랑교회 2층,37.55626806,126.8170781
채움작은도서관,강서구,서울특별시 강서구 개화동로23길20 방화2동주민센터 2층 ,37.54680952,126.8316262
책마루작은도서관,강서구,서울특별시 강서구 강서로33가길 17 화곡3동주민센터 2층 ,37.59763325,126.7988721
책향기작은도서관,강서구,서울특별시 구로구 고척로 18길 92 오류동 감리교회 별관 2층,37.55312086,126.8331803
천사작은도서관,강서구,서울특별시 강서구 마곡서로 133 705동 3층,37.56519009,126.8221487
초록동작은도서관,강서구,서울특별시 강서구 초록마을로 14길 36 2층 초록동 경로당 2층,37.54114762,126.8485095
초록향기작은도서관,강서구,서울특별시 강서구 초록마을로5길 29 화곡본동주민센터 2층 ,37.54404753,126.8476629
큰마음작은도서관,강서구,서울특별시 강서구 화곡로63길 96 등촌3동주민센터 2층 ,37.55888732,126.8479185
푸른들청소년도서관,강서구,서울특별시 강서구 강서로45다길 71,37.54467538,126.835182
하늘꿈작은도서관,강서구,서울특별시 송파구 오금로 473 하늘꿈작은도서관,37.54902225,126.8344231
하늘담은작은도서관,강서구,서울특별시 강서구 방화동로 72 2층 하늘담은 작은도서관,37.58410347,126.8212247
하늘뜰작은도서관,강서구,서울특별시 강서구 마곡중앙1로 71(마곡동 마곡힐스테이트) 1311동,37.55690585,126.8178733
한국문화관광연구원정책자료실,강서구,서울특별시 강서구 금낭화로 154,37.57915455,126.8138354
해뜰작은도서관,강서구,서울특별시 강서구 방화대로 48길 40 방화2 종합사회복지관 방화2종합사회복지관 3층,37.57364524,126.8185226
허준마을작은도서관,강서구,서울특별시 강서구 허준로 93 가양2동주민센터 2층 ,37.5673976,126.8512711
화곡푸르지오도서관,강서구,서울특별시 강서구 화곡로13길 107 ,37.54680952,126.8316262
환원어린이작은도서관,강서구,서울특별시 강서구 금낭화로26가길 120 지온보육원 강서지역아동복지센터 ,37.58396156,126.8118064
희망문고,강서구,서울특별시 강서구 화곡로 18길 30-11 원흥타운 207호 ,37.5385771,126.8354767
갈보리작은도서관,관악구,서울특별시 관악구 관천로11길 57 지하1층,37.4837085,126.9196097
고맙습니다하난곡작은도서관,관악구,서울특별시 관악구 난우10가길 20-7 하난곡어린이집 23층,37.47681645,126.919935
관악문화관도서관,관악구,서울특별시 관악구 신림로 3길 35,37.46759816,126.9448714
관악산시도서관,관악구,서울특별시 관악구 신림로23길 100 효성빌라,37.46656086,126.9340203
국제백신연구소자료실,관악구,서울특별시 관악구 관악로 1 서울대학교 연구공원 내,37.4487334,126.954225
그림숲 그림책작은도서관,관악구,서울특별시 관악구 청룡9길 12-39 청룡동자치회관 1층,37.4780063,126.9442643
글빛정보도서관,관악구,서울특별시 관악구 관악로 30길 23,37.4862426,126.9596701
꿈꾸는작은도서관(관악),관악구,서울시 관악구 광신길 115,37.4642348,126.9234343
꿈나무영유아도서관,관악구,서울특별시 관악구 신림로 3길 35 문화복합시설내 2층 ,37.46759816,126.9448714
꿈마을도서관,관악구,서울특별시 관악구 중앙2길 16 2층,37.48714477,126.8901557
낙성대공원도서관,관악구,서울특별시 관악구 낙성대로 77 낙성대공원 내,37.47194333,126.9595864
