"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자"
"3000000","PHMA319873000034041300002","19870930","","01","영업/정상","13","영업중","","","","","02-3702-3396","","110702","서울특별시 종로구 공평동 100번지 지하1층","서울특별시 종로구 종로 47 지하1층 (공평동)","03160","(주)한국스탠다드차타드은행 부속치과의원","20160211163211","I","2018-08-31 23:59:59.0","","198375.290383028    ","452091.983666703    ","부속의원","1","0","0","64.17","401","치과","","","","0","0","","","0",""
"3000000","PHMA320013000034041300001","20010108","","01","영업/정상","13","영업중","","","","","02-2100-4547","","","","서울특별시 종로구 세종대로 209 210호 (세종로 정부서울청사)","03171","정부서울청사부속의원","20190905231320","U","2019-11-20 02:40:00.0","","","","부속의원","2","0","0","0","101","내과","","","","0","0","","","0",""
"3000000","PHMA320053000034041300001","20050701","","01","영업/정상","13","영업중","","","","","02-2100-4545","","","서울특별시 종로구 세종로 77번지 6호","서울특별시 종로구 세종대로 209 2층 (세종로 정부서울청사(행정자치부 여성가족부 등))","03171","정부중앙청사부속치과의원","20190104041317","U","2019-01-22 02:40:00.0","","197759.173462514    ","452506.21248055     ","부속의원","0","0","0","0","401","치과","","","","0","0","","","0",""
"3000000","PHMA320113000034041300001","20110722","","01","영업/정상","13","영업중","","","","","721-2747","","110714","서울특별시 종로구 종로1가 1번지 교보생명빌딩 8층","서울특별시 종로구 종로 1 8층 (종로1가 교보생명빌딩)","03154","교보생명보험(주) 부속의원","20170905183935","I","2018-08-31 23:59:59.0","","197993.904628438    ","452032.958591394    ","부속의원","2","0","0","190","101 122","가정의학과 내과","","","","0","0","","","0",""
"3000000","PHMA320143000034041300001","20140522","","01","영업/정상","13","영업중","","","","","02-","","","","서울특별시 종로구 삼봉로 48 13층 (청진동 시그나타워)","03156","라이나생명보험(주)부속의원","20170905183935","I","2018-08-31 23:59:59.0","","198166.359660599    ","452193.22830404     ","부속의원","3","0","0","170.3","122","가정의학과","","","","0","0","","","0",""
"3000000","PHMA320203000034041300001","20200113","","01","영업/정상","13","영업중","","","","","02-2100-4549","","","서울특별시 종로구 세종로 77번지 6호 정부서울청사 210호","서울특별시 종로구 세종대로 209 정부서울청사 210호 (세종로)","03171","서울청사 부속한의원","20200113131806","I","2020-01-15 00:23:25.0","","197759.173462514    ","452506.21248055     ","부속의원","2","0","0","47","308 307 306 305 304 302 301","한방내과 한방부인과 한방안?이비인후?피부과 한방신경정신과 한방재활의학과 사상체질과 침구과","","","","0","0","","","0",""
"3010000","PHMA319663010033041300003","19660325","","03","폐업","03","폐업","20090805","","","","2002-5440","","052","회현동2가 86외1","","","㈜우리은행부속의원","20090806085443","I","2018-08-31 23:59:59.0","","","","부속의원","1","0","0","273.99","101","내과","","","","0","0","","","0",""
"3010000","PHMA319713010033041300001","19710819","","03","폐업","03","폐업","20101213","","","","751-8357","","865","태평로2가 150","","","삼성생명보험부속의원","20101213095744","I","2018-08-31 23:59:59.0","","","","부속의원","3","0","0","30","101","내과","","","","0","0","","","0",""
"3010000","PHMA319723010033041300001","19721124","","03","폐업","03","폐업","","","","","2073-2984","","092","남대문로2가 8-1 성안빌딩 ","","","국민은행부속의원","20081206131419","I","2018-08-31 23:59:59.0","","","","부속의원","0","0","0","30","101","내과","","","","0","0","","","0",""
"3160000","PHMA320053160034021300273","20050930","","01","영업/정상","13","영업중","","","","","02-2619-2780","","152130","서울특별시 구로구 천왕동 272번지","서울특별시 구로구 금오로 867 (천왕동)","08367","서울남부교도소부속치과의원","20181128143216","U","2018-11-30 02:40:00.0","","185530.717402739    ","441675.376027035    ","부속의원","1","0","0","24.84","401","치과","","","","0","0","","","0",""
"3010000","PHMA319743010033041300001","19740215","","03","폐업","03","폐업","20181010","","","","2073-2985","","","서울특별시 중구 을지로2가 199번지 2호 국민은행본점빌딩별관 7층","서울특별시 중구 남대문로 84 7층 (을지로2가 국민은행본점빌딩별관)","04534","국민은행부속치과의원","20181010152544","U","2018-10-10 23:59:59.0","","198421.647678142    ","451369.545909652    ","부속의원","1","0","0","49.3","401","치과","","","","0","0","","","0",""
"3010000","PHMA319763010033041300001","19761022","","03","폐업","03","폐업","20090805","","","","2002-5441","","052","회현동2가 86외1","","","㈜우리은행부속치과의원","20090806085620","I","2018-08-31 23:59:59.0","","","","부속의원","1","0","0","82.9","401","치과","","","","0","0","","","0",""
"3010000","PHMA319773010033041300001","19770603","","03","폐업","03","폐업","20171001","","","","3788-5339","","","서울특별시 중구 을지로2가 9번지 10호 하나은행별관빌딩 15층","서울특별시 중구 을지로 55 (을지로2가 하나은행별관빌딩)","04539","㈜하나은행부속치과의원","20170929175919","I","2018-08-31 23:59:59.0","","198519.736197762    ","451570.324241735    ","부속의원","2","0","0","75.1","401","치과","","","","0","0","","","0",""
"3010000","PHMA320093010033041300001","20090102","","03","폐업","03","폐업","20160730","","","","","","100110","서울특별시 중구 서소문동 111번지 태평로빌딩 7층","서울특별시 중구 세종대로 73 (서소문동 태평로빌딩 7층)","04514","서소문삼성부속의원","20160729172426","I","2018-08-31 23:59:59.0","","197786.630049666    ","451192.227609488    ","부속의원","3","0","0","192.45","122","가정의학과","","","","0","0","","","0",""
"3010000","PHMA320093010033041300002","20090102","","03","폐업","03","폐업","20160730","","","","02-773-2811","","","서울특별시 중구 서소문동 111번지 태평로빌딩 7층","서울특별시 중구 세종대로 73 (서소문동 태평로빌딩)","04514","서소문삼성부속치과의원","20160729175807","I","2018-08-31 23:59:59.0","","197786.630049666    ","451192.227609488    ","부속의원","1","0","0","173.13","401","치과","","","","0","0","","","0",""
"3010000","PHMA319653010033041300001","19651029","","03","폐업","03","폐업","","","","","752-6804","","070","소공동 79","","","재단법인갱생의료재단","20081206131419","I","2018-08-31 23:59:59.0","","","","부속의원","0","0","0","30","101","내과","","","","0","0","","","0",""
"3010000","PHMA319813010033041300001","19810120","","03","폐업","03","폐업","","","","","2010-2877","","200","삼각동 66-1외 1필지","","","㈜조흥은행부속치과의원","20081206131419","I","2018-08-31 23:59:59.0","","","","부속의원","0","0","0","30","401","치과","","","","0","0","","","0",""
"3010000","PHMA319943010033041300001","19940624","","03","폐업","03","폐업","20081231","","","","729-9091","","814","서소문동 58-9 중앙빌딩 3층","","","삼성전자부속의원","20081231153713","I","2018-08-31 23:59:59.0","","","","부속의원","1","0","0","183.15","101","내과","","","","0","0","","","0",""
"3010000","PHMA319943010033041300002","19940625","","03","폐업","03","폐업","20081231","","","","773-2811","","814","서소문동 58-9 3층","","","삼성전자부속치과의원","20090729105612","I","2018-08-31 23:59:59.0","","","","부속의원","2","0","0","190.48","401","치과","","","","0","0","","","0",""
"3010000","PHMA320103010033041300001","20100628","","03","폐업","03","폐업","20101025","","","","777-1224","","100011","서울특별시 중구 충무로1가 24-31 (2층)","","","기독교소비자생활협동조합부속치과의원","20101025160450","I","2018-08-31 23:59:59.0","","","","부속의원","2","0","0","334","401","치과","","","","0","0","","","0",""
"3010000","PHMA320103010033041300002","20100628","","03","폐업","03","폐업","20150131","","","","3499-1430","","100192","서울특별시 중구 을지로2가 203번지 파인에비뉴 2층","서울특별시 중구 을지로 100 2층 (을지로2가 파인에비뉴)","100192","SK건설부속의원","20150714113146","I","2018-08-31 23:59:59.0","","198921.241301241    ","451495.985361171    ","부속의원","1","0","0","58","122","가정의학과","","","","0","0","","","0",""
"3010000","PHMA320083010033041300001","20081114","","03","폐업","03","폐업","20180701","20180116","20180630","","759-7115","","","","서울특별시 중구 을지로 30 (소공동 지하 2층)","04533","(주)호텔롯데부속의원","20180625082500","I","2018-08-31 23:59:59.0","","198219.908335105    ","451476.716957699    ","부속의원","2","0","0","49.37","122","가정의학과","","","","0","0","","","0",""
"3010000","PHMA320193010033041300001","20191202","","01","영업/정상","13","영업중","","","","","02-726-8100","","","서울특별시 중구 남대문로5가 500번지 제일빌딩 5층","서울특별시 중구 소월로2길 12 제일빌딩 5층 (남대문로5가)","04637","씨제이더센터부속의원","20200124011314","U","2020-01-26 02:40:00.0","","197802.292053706    ","450252.400952479    ","부속의원","2","0","0","74","122 120 105 101","내과 정형외과 재활의학과 가정의학과","","","","0","0","","","0",""
"3010000","PHMA319663010033041300002","19660119","","01","영업/정상","13","영업중","","","","","759-4574","","","서울특별시 중구 태평로2가 250번지","서울특별시 중구 세종대로 67 6층 (태평로2가 삼성본관빌딩)","04514","한국은행부속치과의원","20190809021316","U","2019-08-11 02:40:00.0","","197761.440311167    ","451123.194550747    ","부속의원","1","0","0","30","401","치과","","","","0","0","","","0",""
"3010000","PHMA319663010033041300004","19661230","","01","영업/정상","13","영업중","","","","","02-2133-1832","","100739","서울특별시 중구 서소문동 37번지 시청별관 2동 1층","서울특별시 중구 덕수궁길 15 (서소문동 시청별관 2동 1층)","04515","서울시청부속의원","20170905183811","I","2018-08-31 23:59:59.0","","197672.213473779    ","451336.718396022    ","부속의원","2","0","0","77","101","내과","","","","0","0","","","0",""
"3010000","PHMA319743010033041300002","19740302","","01","영업/정상","13","영업중","","","","","726-3482","","100788","서울특별시 중구 남대문로5가 166번지 한화생명보험빌딩","서울특별시 중구 퇴계로 25 (남대문로5가)","04527","한화생명보험(주)남대문부속의원","20191227154158","U","2019-12-29 02:40:00.0","","197774.2350787      ","450583.828179602    ","부속의원","1","0","0","547.28","101","내과","","","","0","0","","","0",""
"3010000","PHMA319663010033041300001","19660119","","01","영업/정상","13","영업중","","","","","759-4571","","","서울특별시 중구 태평로2가 250번지","서울특별시 중구 세종대로 67 6층 (태평로2가 삼성본관빌딩)","04514","한국은행부속의원","20190809011317","U","2019-08-11 02:40:00.0","","197761.440311167    ","451123.194550747    ","부속의원","2","0","0","85.9","101","내과","","","","0","0","","","0",""
"3010000","PHMA319813010033041300002","19810824","","01","영업/정상","13","영업중","","","","","729-6406","","","서울특별시 중구 을지로2가 206번지 IBK파이낸스타워","서울특별시 중구 을지로 82 IBK파이낸스타워 지하1층 (을지로2가)","04538","중소기업은행부속치과의원","20190801165732","U","2019-08-03 02:40:00.0","","198743.086421493    ","451579.913748821    ","부속의원","1","0","0","30","401","치과","","","","0","0","","","0",""
"3010000","PHMA319833010033041300001","19831114","","01","영업/정상","13","영업중","","","","","2002-2153","","","서울특별시 중구 을지로1가 101번지 1호 8층","서울특별시 중구 을지로 35 8층 (을지로1가 하나은행)","04523","(주)하나은행부속의원","20190610103802","U","2019-06-12 02:40:00.0","","198338.095599974    ","451573.129459787    ","부속의원","1","0","0","150","122 101","내과 가정의학과","","","","0","0","","","0",""
"3010000","PHMA319833010033041300002","19831114","","01","영업/정상","13","영업중","","","","","2002-2147","","","서울특별시 중구 을지로1가 101번지 1호 8층","서울특별시 중구 을지로 35 8층 (을지로1가 하나은행)","04523","KEB하나은행부속치과의원","20190610103609","U","2019-06-12 02:40:00.0","","198338.095599974    ","451573.129459787    ","부속의원","1","0","0","25.5","408 407 406 402","구강악안면외과 치주과 치과보존과 구강내과","","","","0","0","","","0",""
"3010000","PHMA319903010033041300001","19900220","","01","영업/정상","13","영업중","","","","","756-0505","","100724","서울특별시 중구 태평로2가 120번지","서울특별시 중구 세종대로9길 20 19층 (태평로2가)","04513","신한은행부속의원","20200313144312","U","2020-03-15 02:40:00.0","","197699.396252332    ","450972.803825672    ","부속의원","2","0","0","52.8","101","내과","","","","0","0","","","0",""
"3010000","PHMA319933010033041300001","19930114","","01","영업/정상","13","영업중","","","","","02-2151-58255826","","100724","서울특별시 중구 태평로2가 120번지","서울특별시 중구 세종대로9길 20 19층 (태평로2가)","04513","신한은행부속치과의원","20200220171000","U","2020-02-22 02:40:00.0","","197699.396252332    ","450972.803825672    ","부속의원","1","0","0","115.5","411 410 407 406 403","치과보철과 치주과 치과보존과 구강병리과 예방치과","","","","0","0","","","0",""
"3010000","PHMA319973010033041300001","19970109","","01","영업/정상","13","영업중","","","","","2133-1827","","100739","서울특별시 중구 서소문동 37번지 시청별관 2동 1층","서울특별시 중구 덕수궁길 15 (서소문동 시청별관 2동 1층)","04515","서울특별시청치과의원","20170905183811","I","2018-08-31 23:59:59.0","","197672.213473779    ","451336.718396022    ","부속의원","1","0","0","115.3","401","치과","","","","0","0","","","0",""
"3010000","PHMA320133010033041300001","20130529","","01","영업/정상","13","영업중","","","","","02-2133-1829","","","","서울특별시 중구 덕수궁길 15 1층 (서소문동 서울시청 서소문청사2동)","04515","서울시청부속한의원","20180510093447","I","2018-08-31 23:59:59.0","","197672.213473779    ","451336.718396022    ","부속의원","2","0","0","64","302 305 308 301 304 307 303 306 309","한방응급과 한방재활의학과 한방소아과 사상체질과 한방안?이비인후?피부과 한방내과 침구과 한방신경정신과 한방부인과","","","","0","0","","","0",""
"3010000","PHMA320153010033041300001","20151202","","01","영업/정상","13","영업중","","","","","02-6740-0116","","","","서울특별시 중구 동호로 330 3층 (쌍림동 씨제이제일제당센터)","04560","씨제이부속의원","20200409234315","U","2020-04-11 02:40:00.0","","200219.373968049    ","451288.387900531    ","부속의원","2","0","0","120","101 105 122","가정의학과 정형외과 내과","","","","0","0","","","0",""
"3010000","PHMA320173010033041300001","20171114","","01","영업/정상","13","영업중","","","","","02-6950-1688","","","서울특별시 중구 을지로2가 203번지 파인에비뉴","서울특별시 중구 을지로 100 A동 3층 301호 (을지로2가)","04551","신한카드부속의원","20200317101327","U","2020-03-19 02:40:00.0","","198921.241301241    ","451495.985361171    ","부속의원","2","0","0","180.94","122","가정의학과","","","","0","0","","","0",""
"3010000","PHMA320203020033041300001","20170316","","01","영업/정상","13","영업중","","","","","02-2133-7493","","","서울특별시 중구 봉래동2가 123번지 서울역앞우체국 23층","서울특별시 중구 통일로 21 서울역앞우체국 23층 (봉래동2가)","04509","다시서기종합지원센터부속의원","20200508011313","U","2020-05-10 02:40:00.0","","197403.590119982    ","450590.945274605    ","부속의원","1","0","0","132.2","122 101","내과 가정의학과","","","","0","0","","","0",""
"3020000","PHMA320103020033041300001","20100104","","03","폐업","03","폐업","20180409","","","","02-792-6118","","140893","서울특별시 용산구 한남동 741번지 1호 1층","서울특별시 용산구 이태원로55길 20 (한남동)","04348","한남부속치과의원","20180409173839","I","2018-08-31 23:59:59.0","","199952.013298909    ","448445.419429126    ","부속의원","7","0","0","358.32","401","치과","","","","0","0","","","0",""
"3020000","PHMA320133020033021300001","20130116","","03","폐업","03","폐업","20150210","","","","","","140701","서울특별시 용산구 용산동3가 1번지","서울특별시 용산구 이태원로 22 (용산동3가)","140701","국방부근무지원단 의무실","20150224152158","I","2018-08-31 23:59:59.0","","197947.868031314    ","447934.85182274     ","군부대시설","12","2","7","1000","101 401 605 104 114 113 301 105 112","안과 정형외과 한방내과 이비인후과 피부과 외과 의무대 치과 내과","","","","0","0","","","0",""
"3020000","PHMA320133020033041300001","20131128","","01","영업/정상","13","영업중","","","","","710-9751","","","","서울특별시 용산구 청파로47길 100 (청파동2가)","04310","숙명여자대학교 보건의료센터 부속의원","20170307104420","I","2018-08-31 23:59:59.0","","196847.908079553    ","449320.370380461    ","부속의원","2","0","0","29.75","101","내과","","","","0","0","","","0",""
"3020000","PHMA320183020033041300001","20180103","","01","영업/정상","13","영업중","","","","","02-6040-4036","","","서울특별시 용산구 한강로2가 181번지 아모레퍼시픽","서울특별시 용산구 한강대로 100 아모레퍼시픽 16층 (한강로2가)","04386","아모레퍼시픽 부속의원","20200122095000","U","2020-01-24 02:40:00.0","","197138.823553       ","447436.953717       ","부속의원","1","0","0","354.61","122 120 116 115 114 113 112 111 110 101","내과 산부인과 소아청소년과 안과 이비인후과 피부과 비뇨의학과 영상의학과 재활의학과 가정의학과","","","","0","0","","","0",""
"3030000","PHMA320023030033041300001","20021115","","03","폐업","03","폐업","20110127","20100902","20110301","","02-2290-4201","","","서울특별시 성동구 도선동 286번지 교보빌딩 802호","","","교보보험심사㈜부속의원","20110127132504","I","2018-08-31 23:59:59.0","","","","부속의원","1","0","0","19.76","101","내과","","","","0","0","","","0",""
"3030000","PHMA320083030033021300001","20080916","","03","폐업","03","폐업","20100713","","","","02-2244-2875","","","서울특별시 용답동 101번지 10호","","","큰나무의료소비자생활협동조합부속소문난치과의원","20100713135609","I","2018-08-31 23:59:59.0","","","","부속병원","1","0","0","139.1","401","치과","","","","0","0","","","0",""
"3040000","PHMA320093040033041300001","20090501","20160721","03","폐업","03","폐업","20160721","","","","3409-5511","","143900","서울특별시 광진구 중곡3동 173번지 3호 (2층)","서울특별시 광진구 면목로 155 (중곡동(2층))","","한국전인의료소비자생활협동조합 부속 혜성의원","20160721161234","I","2018-08-31 23:59:59.0","","207156.269772055    ","451672.917080488    ","부속의원","1","0","0","193","122 101 106 105 104 115 111 114","피부과 소아청소년과 비뇨의학과 외과 정형외과 신경외과 내과 가정의학과","","","","0","0","","","0",""
"3040000","PHMA320123040033021300001","20120614","","01","영업/정상","13","영업중","","","","","031-562-8228","","472070","경기도 남양주시 수석동 370번지 2호  1층","경기도 남양주시 강변북로651번길 14 1층 (수석동)","12268","경희무릅나무한의원 부속 원외탕전실","20120802110534","I","2018-08-31 23:59:59.0","","214907.13751595     ","453910.875048844    ","기타","1","0","0","187.5","607","기타","","","","0","0","","","0",""
"3050000","PHMA320103050034041300001","20100414","","03","폐업","03","폐업","20101012","","","","","","130865","서울특별시 동대문구 제기동 1016번지 삼화빌딩 2층","서울특별시 동대문구 왕산로 143 (제기동삼화빌딩 2층)","","동대문우리경동부속한의원","20101012143125","I","2018-08-31 23:59:59.0","","203395.308400587    ","452922.376839569    ","부속의원","1","0","0","154","301 304 307 308 305 302 309 306 303","한방소아과 한방재활의학과 한방응급과 한방부인과 한방신경정신과 침구과 사상체질과 한방안?이비인후?피부과 한방내과","","","","0","0","","","0",""
"3050000","PHMA320103050034041300002","20100712","","03","폐업","03","폐업","20101019","","","","2244-2875","","130805","서울특별시 동대문구 답십리1동 497번지 67호 부룡빌딩 7층","서울특별시 동대문구 천호대로 263 (답십리동부룡빌딩 7층)","","큰나무의료생활협동조합소문난부속치과의원","20101019162032","I","2018-08-31 23:59:59.0","","204447.698147581    ","451803.558407339    ","부속의원","1","0","0","245","401","치과","","","","0","0","","","0",""
"3050000","PHMA320103050034041300003","20101005","","03","폐업","03","폐업","20101018","","","","","","130867","서울특별시 동대문구 청량리동 235번지 4호 미주상가A동 411호","서울특별시 동대문구 왕산로 225 (청량리동미주상가A동 411호)","","연제의료생협청명부속한의원","20101018174311","I","2018-08-31 23:59:59.0","","204089.817117361    ","453314.135663101    ","부속의원","1","0","0","127.6","301 304 307 302 305 308 303 306 309","한방응급과 한방재활의학과 한방소아과 침구과 한방신경정신과 한방부인과 사상체질과 한방안?이비인후?피부과 한방내과","","","","0","0","","","0",""
"3070000","PHMA320163070034041300001","20160217","","01","영업/정상","13","영업중","","","","","917-6090","","","서울특별시 성북구 종암동 3번지 91호","서울특별시 성북구 종암로 90 1층 (종암동 노블레스타워)","02797","노블레스타워 부속의원","20181101214316","U","2018-11-03 02:35:49.0","","203072.630557158    ","455135.778600391    ","부속의원","3","0","0","193.4","122 120 115 114 113 105 102 101","내과 신경과 정형외과 이비인후과 피부과 비뇨의학과 재활의학과 가정의학과","","","","0","0","","","0",""
"3100000","PHMA320133100034021300001","20130125","","01","영업/정상","13","영업중","","","","","2197-5874","","139804","서울특별시 노원구 공릉동 산 230번지 30호","서울특별시 노원구 화랑로 574 (공릉동)","01805","육군사관학교","20130128094409","I","2018-08-31 23:59:59.0","","","","군부대시설","1","0","0","0","605","의무대","","","","0","0","","","0",""
"3110000","PHMA320093110032041300001","20091006","","03","폐업","03","폐업","20120901","","","","","","122823","서울특별시 은평구 구산동 200번지 2호","서울특별시 은평구 서오릉로 193 (구산동)","","의료생활협동조합내이새이덴부속치과의원","20120829171724","I","2018-08-31 23:59:59.0","","192164.787576508    ","456783.723389013    ","부속의원","2","0","0","212","401","치과","","","","0","0","","","0",""
"3110000","PHMA320103110032041300001","20100714","","03","폐업","03","폐업","20110103","","","","","","122819","서울특별시 은평구 구산동 1번지 24호  4층","서울특별시 은평구 서오릉로 145 (구산동4층)","","국민의료소비자생활협동조합은평지점 월오부속한의원","20110117152931","I","2018-08-31 23:59:59.0","","192563.874496397    ","456570.084566278    ","부속의원","3","0","0","234.59","301 304 307 302 305 308 303 306 309","한방응급과 한방재활의학과 한방소아과 침구과 한방신경정신과 한방부인과 사상체질과 한방안?이비인후?피부과 한방내과","","","","0","0","","","0",""
"3110000","PHMA319993110032041300001","19990201","","03","폐업","03","폐업","20170217","","","","02-3156-6300","","122716","서울특별시 은평구 구산동 172번지 2호","서울특별시 은평구 갈현로15길 27-1 (구산동)","03428","사회복지법인서울가톨릭사회복지회 은평의마을 부속의원","20170220091315","I","2018-08-31 23:59:59.0","","191586.345450482    ","456126.193794505    ","부속의원","10","0","0","90","101 103 120","재활의학과 정신건강의학과 내과","","","","0","0","","","0",""
"3120000","PHMA319963120033021300001","19960901","","01","영업/정상","13","영업중","","","","","2123-3346","","","서울특별시 서대문구 신촌동 연세대학교","서울특별시 서대문구 연세로 50 (신촌동 연세대학교)","03722","연세대학교부속건강센터","20170413101006","I","2018-08-31 23:59:59.0","","195153.047965534    ","452252.94163359     ","학교시설","3","0","0","266","606","학교시설","","","","0","0","","","0",""
"3120000","PHMA320003120033021300001","20000414","","01","영업/정상","13","영업중","","","","","3277-3178","","120750","서울특별시 서대문구 대현동 34번지 1호 이화여자대학교","서울특별시 서대문구 이화여대길 52 (대현동 이화여자대학교)","03760","이화여자대학교부속기관대학건강센터","20180514112752","I","2018-08-31 23:59:59.0","","195540.766594914    ","451599.685268399    ","학교시설","2","0","0","10","606","학교시설","","","","0","0","","","0",""
"3130000","PHMA320183130033041300001","20180413","","01","영업/정상","13","영업중","","","","","02-371-9001","","","서울특별시 마포구 상암동 1606번지 CJ E&M CENTER","서울특별시 마포구 상암산로 66 CJ E&M CENTER 7층 (상암동)","03926","씨제이이엔엠(CJ ENM)부속의원","20190423164318","U","2019-04-25 02:40:00.0","","190353.477730395    ","452920.29167189     ","부속의원","2","0","0","133.73","122 101","내과 가정의학과","","","","0","0","","","0",""
"3150000","PHMA320093150037041300001","20090128","","03","폐업","03","폐업","20110725","","","","","","157280","서울특별시 강서구 내발산동 723번지 4호 2층","서울특별시 강서구 강서로 257 (내발산동2층)","","서울하나의료생활협동조합부속 이오스치과의원","20110725145613","I","2018-08-31 23:59:59.0","","185438.705020862    ","449614.74114981     ","부속의원","1","0","0","129.8","401","치과","","","","0","0","","","0",""
"3090000","PHMA320013090033041300001","20010423","","03","폐업","03","폐업","20200806","","","","031-289-3655","","","","서울특별시 도봉구 우이천로 308 (쌍문동 방사선보건연구원)","01450","한국수력원자력㈜부속의원서울분원","20200806175334","U","2019-12-08 00:08:00.0","","202466.119176743","460394.329853007","","","","","","","","","","","","","","","",""
