X좌표(경도),Y좌표(위도),버스정류장 개수
127.04270000000001 ~ 127.04860000000001,37.455099999999995 ~ 37.459199999999996,2
127.04270000000001 ~ 127.04860000000001,37.459199999999996 ~ 37.4633,2
127.04270000000001 ~ 127.04860000000001,37.4633 ~ 37.4674,4
127.04270000000001 ~ 127.04860000000001,37.4674 ~ 37.4715,2
127.04270000000001 ~ 127.04860000000001,37.4715 ~ 37.4756,7
127.04270000000001 ~ 127.04860000000001,37.4756 ~ 37.479699999999994,9
127.04270000000001 ~ 127.04860000000001,37.479699999999994 ~ 37.483799999999995,2
127.04270000000001 ~ 127.04860000000001,37.483799999999995 ~ 37.487899999999996,7
127.04270000000001 ~ 127.04860000000001,37.487899999999996 ~ 37.492,0
127.04270000000001 ~ 127.04860000000001,37.492 ~ 37.4961,9
127.04270000000001 ~ 127.04860000000001,37.4961 ~ 37.5002,9
127.04270000000001 ~ 127.04860000000001,37.5002 ~ 37.50429999999999,4
127.04270000000001 ~ 127.04860000000001,37.50429999999999 ~ 37.508399999999995,2
127.04270000000001 ~ 127.04860000000001,37.508399999999995 ~ 37.512499999999996,9
127.04270000000001 ~ 127.04860000000001,37.512499999999996 ~ 37.5166,1
127.04270000000001 ~ 127.04860000000001,37.5166 ~ 37.5207,3
127.04270000000001 ~ 127.04860000000001,37.5207 ~ 37.5248,5
127.04270000000001 ~ 127.04860000000001,37.5248 ~ 37.52889999999999,3
127.04270000000001 ~ 127.04860000000001,37.52889999999999 ~ 37.532999999999994,0
127.04270000000001 ~ 127.04860000000001,37.532999999999994 ~ 37.537099999999995,0
127.04270000000001 ~ 127.04860000000001,37.537099999999995 ~ 37.541199999999996,6
127.04270000000001 ~ 127.04860000000001,37.541199999999996 ~ 37.5453,11
127.04270000000001 ~ 127.04860000000001,37.5453 ~ 37.5494,4
127.04270000000001 ~ 127.04860000000001,37.5494 ~ 37.5535,4
127.04270000000001 ~ 127.04860000000001,37.5535 ~ 37.557599999999994,4
127.04270000000001 ~ 127.04860000000001,37.557599999999994 ~ 37.561699999999995,6
127.04270000000001 ~ 127.04860000000001,37.561699999999995 ~ 37.565799999999996,0
127.04270000000001 ~ 127.04860000000001,37.565799999999996 ~ 37.5699,9
127.04270000000001 ~ 127.04860000000001,37.5699 ~ 37.574,9
127.04270000000001 ~ 127.04860000000001,37.574 ~ 37.5781,9
127.04270000000001 ~ 127.04860000000001,37.5781 ~ 37.58219999999999,11
127.04270000000001 ~ 127.04860000000001,37.58219999999999 ~ 37.586299999999994,5
127.04270000000001 ~ 127.04860000000001,37.586299999999994 ~ 37.590399999999995,4
127.04270000000001 ~ 127.04860000000001,37.590399999999995 ~ 37.5945,2
127.04270000000001 ~ 127.04860000000001,37.5945 ~ 37.5986,0
127.04270000000001 ~ 127.04860000000001,37.5986 ~ 37.6027,1
127.04270000000001 ~ 127.04860000000001,37.6027 ~ 37.6068,10
127.04270000000001 ~ 127.04860000000001,37.6068 ~ 37.610899999999994,9
127.04270000000001 ~ 127.04860000000001,37.610899999999994 ~ 37.614999999999995,13
127.04270000000001 ~ 127.04860000000001,37.614999999999995 ~ 37.619099999999996,10
127.04270000000001 ~ 127.04860000000001,37.619099999999996 ~ 37.6232,14
127.04270000000001 ~ 127.04860000000001,37.6232 ~ 37.6273,12
127.04270000000001 ~ 127.04860000000001,37.6273 ~ 37.6314,10
127.04270000000001 ~ 127.04860000000001,37.6314 ~ 37.63549999999999,5
127.04270000000001 ~ 127.04860000000001,37.63549999999999 ~ 37.639599999999994,0
127.04270000000001 ~ 127.04860000000001,37.639599999999994 ~ 37.643699999999995,0
127.04270000000001 ~ 127.04860000000001,37.643699999999995 ~ 37.6478,5
127.04270000000001 ~ 127.04860000000001,37.6478 ~ 37.6519,6
127.04270000000001 ~ 127.04860000000001,37.6519 ~ 37.656,3
127.04270000000001 ~ 127.04860000000001,37.656 ~ 37.6601,0
127.04270000000001 ~ 127.04860000000001,37.6601 ~ 37.664199999999994,9
127.04270000000001 ~ 127.04860000000001,37.664199999999994 ~ 37.668299999999995,9
127.04270000000001 ~ 127.04860000000001,37.668299999999995 ~ 37.672399999999996,15
127.04270000000001 ~ 127.04860000000001,37.672399999999996 ~ 37.6765,16
127.04270000000001 ~ 127.04860000000001,37.6765 ~ 37.6806,15
127.04270000000001 ~ 127.04860000000001,37.6806 ~ 37.6847,6
127.04270000000001 ~ 127.04860000000001,37.6847 ~ 37.68879999999999,3
127.04270000000001 ~ 127.04860000000001,37.68879999999999 ~ 37.692899999999995,5
127.04270000000001 ~ 127.04860000000001,37.692899999999995 ~ 37.696999999999996,0
127.04270000000001 ~ 127.04860000000001,37.696999999999996 ~ 37.7011,0
127.04270000000001 ~ 127.04860000000001,37.7011 ~ 37.7052,0
127.04270000000001 ~ 127.04860000000001,37.7052 ~ 37.7093,0
127.04270000000001 ~ 127.04860000000001,37.7093 ~ 37.7134,0
127.04270000000001 ~ 127.04860000000001,37.7134 ~ 37.717499999999994,0
127.04860000000001 ~ 127.0545,37.41 ~ 37.4141,0
127.04860000000001 ~ 127.0545,37.4141 ~ 37.4182,0
127.04860000000001 ~ 127.0545,37.4182 ~ 37.4223,0
127.04860000000001 ~ 127.0545,37.4223 ~ 37.426399999999994,0
127.04860000000001 ~ 127.0545,37.426399999999994 ~ 37.430499999999995,0
127.04860000000001 ~ 127.0545,37.430499999999995 ~ 37.434599999999996,0
127.04860000000001 ~ 127.0545,37.434599999999996 ~ 37.4387,0
127.04860000000001 ~ 127.0545,37.4387 ~ 37.4428,0
127.04860000000001 ~ 127.0545,37.4428 ~ 37.4469,0
127.04860000000001 ~ 127.0545,37.4469 ~ 37.45099999999999,2
127.04860000000001 ~ 127.0545,37.45099999999999 ~ 37.455099999999995,6
127.04860000000001 ~ 127.0545,37.455099999999995 ~ 37.459199999999996,0
127.04860000000001 ~ 127.0545,37.459199999999996 ~ 37.4633,4
127.04860000000001 ~ 127.0545,37.4633 ~ 37.4674,0
127.04860000000001 ~ 127.0545,37.4674 ~ 37.4715,1
127.04860000000001 ~ 127.0545,37.4715 ~ 37.4756,8
127.04860000000001 ~ 127.0545,37.4756 ~ 37.479699999999994,6
127.04860000000001 ~ 127.0545,37.479699999999994 ~ 37.483799999999995,6
127.04860000000001 ~ 127.0545,37.483799999999995 ~ 37.487899999999996,3
127.04860000000001 ~ 127.0545,37.487899999999996 ~ 37.492,6
127.04860000000001 ~ 127.0545,37.492 ~ 37.4961,4
127.04860000000001 ~ 127.0545,37.4961 ~ 37.5002,6
127.04860000000001 ~ 127.0545,37.5002 ~ 37.50429999999999,6
127.04860000000001 ~ 127.0545,37.50429999999999 ~ 37.508399999999995,5
127.04860000000001 ~ 127.0545,37.508399999999995 ~ 37.512499999999996,1
127.04860000000001 ~ 127.0545,37.512499999999996 ~ 37.5166,3
127.04860000000001 ~ 127.0545,37.5166 ~ 37.5207,5
127.04860000000001 ~ 127.0545,37.5207 ~ 37.5248,3
127.04860000000001 ~ 127.0545,37.5248 ~ 37.52889999999999,1
127.04860000000001 ~ 127.0545,37.52889999999999 ~ 37.532999999999994,0
127.04860000000001 ~ 127.0545,37.532999999999994 ~ 37.537099999999995,0
127.04860000000001 ~ 127.0545,37.537099999999995 ~ 37.541199999999996,11
127.04860000000001 ~ 127.0545,37.541199999999996 ~ 37.5453,6
127.04860000000001 ~ 127.0545,37.5453 ~ 37.5494,7
127.04860000000001 ~ 127.0545,37.5494 ~ 37.5535,2
127.04860000000001 ~ 127.0545,37.5535 ~ 37.557599999999994,1
127.04860000000001 ~ 127.0545,37.557599999999994 ~ 37.561699999999995,5
127.04860000000001 ~ 127.0545,37.561699999999995 ~ 37.565799999999996,2
127.04860000000001 ~ 127.0545,37.565799999999996 ~ 37.5699,5
127.04860000000001 ~ 127.0545,37.5699 ~ 37.574,5
127.04860000000001 ~ 127.0545,37.574 ~ 37.5781,3
127.04860000000001 ~ 127.0545,37.5781 ~ 37.58219999999999,6
127.04860000000001 ~ 127.0545,37.58219999999999 ~ 37.586299999999994,10
127.04860000000001 ~ 127.0545,37.586299999999994 ~ 37.590399999999995,4
127.04860000000001 ~ 127.0545,37.590399999999995 ~ 37.5945,8
127.04860000000001 ~ 127.0545,37.5945 ~ 37.5986,0
127.04860000000001 ~ 127.0545,37.5986 ~ 37.6027,0
127.04860000000001 ~ 127.0545,37.6027 ~ 37.6068,1
127.04860000000001 ~ 127.0545,37.6068 ~ 37.610899999999994,4
127.04860000000001 ~ 127.0545,37.610899999999994 ~ 37.614999999999995,12
127.04860000000001 ~ 127.0545,37.614999999999995 ~ 37.619099999999996,10
127.04860000000001 ~ 127.0545,37.619099999999996 ~ 37.6232,8
127.04860000000001 ~ 127.0545,37.6232 ~ 37.6273,16
127.04860000000001 ~ 127.0545,37.6273 ~ 37.6314,7
127.04860000000001 ~ 127.0545,37.6314 ~ 37.63549999999999,8
127.04860000000001 ~ 127.0545,37.63549999999999 ~ 37.639599999999994,1
127.04860000000001 ~ 127.0545,37.639599999999994 ~ 37.643699999999995,1
127.04860000000001 ~ 127.0545,37.643699999999995 ~ 37.6478,9
127.04860000000001 ~ 127.0545,37.6478 ~ 37.6519,3
127.04860000000001 ~ 127.0545,37.6519 ~ 37.656,15
127.04860000000001 ~ 127.0545,37.656 ~ 37.6601,4
127.04860000000001 ~ 127.0545,37.6601 ~ 37.664199999999994,3
127.04860000000001 ~ 127.0545,37.664199999999994 ~ 37.668299999999995,2
127.04860000000001 ~ 127.0545,37.668299999999995 ~ 37.672399999999996,6
127.04860000000001 ~ 127.0545,37.672399999999996 ~ 37.6765,0
127.04860000000001 ~ 127.0545,37.6765 ~ 37.6806,11
127.04860000000001 ~ 127.0545,37.6806 ~ 37.6847,5
127.04860000000001 ~ 127.0545,37.6847 ~ 37.68879999999999,8
127.04860000000001 ~ 127.0545,37.68879999999999 ~ 37.692899999999995,0
127.04860000000001 ~ 127.0545,37.692899999999995 ~ 37.696999999999996,0
127.04860000000001 ~ 127.0545,37.696999999999996 ~ 37.7011,0
127.04860000000001 ~ 127.0545,37.7011 ~ 37.7052,0
127.04860000000001 ~ 127.0545,37.7052 ~ 37.7093,0
127.04860000000001 ~ 127.0545,37.7093 ~ 37.7134,0
127.04860000000001 ~ 127.0545,37.7134 ~ 37.717499999999994,0
127.0545 ~ 127.0604,37.41 ~ 37.4141,0
127.0545 ~ 127.0604,37.4141 ~ 37.4182,0
127.0545 ~ 127.0604,37.4182 ~ 37.4223,0
127.0545 ~ 127.0604,37.4223 ~ 37.426399999999994,0
127.0545 ~ 127.0604,37.426399999999994 ~ 37.430499999999995,0
127.0545 ~ 127.0604,37.430499999999995 ~ 37.434599999999996,0
127.0545 ~ 127.0604,37.434599999999996 ~ 37.4387,0
127.0545 ~ 127.0604,37.4387 ~ 37.4428,0
127.0545 ~ 127.0604,37.4428 ~ 37.4469,2
127.0545 ~ 127.0604,37.4469 ~ 37.45099999999999,3
127.0545 ~ 127.0604,37.45099999999999 ~ 37.455099999999995,6
127.0545 ~ 127.0604,37.455099999999995 ~ 37.459199999999996,6
127.0545 ~ 127.0604,37.459199999999996 ~ 37.4633,2
127.0545 ~ 127.0604,37.4633 ~ 37.4674,0
127.0545 ~ 127.0604,37.4674 ~ 37.4715,0
127.0545 ~ 127.0604,37.4715 ~ 37.4756,2
127.0545 ~ 127.0604,37.4756 ~ 37.479699999999994,7
127.0545 ~ 127.0604,37.479699999999994 ~ 37.483799999999995,4
127.0545 ~ 127.0604,37.483799999999995 ~ 37.487899999999996,6
127.0545 ~ 127.0604,37.487899999999996 ~ 37.492,5
127.0545 ~ 127.0604,37.492 ~ 37.4961,3
127.0545 ~ 127.0604,37.4961 ~ 37.5002,3
127.0545 ~ 127.0604,37.5002 ~ 37.50429999999999,6
127.0545 ~ 127.0604,37.50429999999999 ~ 37.508399999999995,8
127.0545 ~ 127.0604,37.508399999999995 ~ 37.512499999999996,4
127.0545 ~ 127.0604,37.512499999999996 ~ 37.5166,6
127.0545 ~ 127.0604,37.5166 ~ 37.5207,3
127.0545 ~ 127.0604,37.5207 ~ 37.5248,5
127.0545 ~ 127.0604,37.5248 ~ 37.52889999999999,0
127.0545 ~ 127.0604,37.52889999999999 ~ 37.532999999999994,0
127.0545 ~ 127.0604,37.532999999999994 ~ 37.537099999999995,7
127.0545 ~ 127.0604,37.537099999999995 ~ 37.541199999999996,12
127.0545 ~ 127.0604,37.541199999999996 ~ 37.5453,5
127.0545 ~ 127.0604,37.5453 ~ 37.5494,4
127.0545 ~ 127.0604,37.5494 ~ 37.5535,2
127.0545 ~ 127.0604,37.5535 ~ 37.557599999999994,0
127.0545 ~ 127.0604,37.557599999999994 ~ 37.561699999999995,0
127.0545 ~ 127.0604,37.561699999999995 ~ 37.565799999999996,7
127.0545 ~ 127.0604,37.565799999999996 ~ 37.5699,4
127.0545 ~ 127.0604,37.5699 ~ 37.574,8
127.0545 ~ 127.0604,37.574 ~ 37.5781,8
127.0545 ~ 127.0604,37.5781 ~ 37.58219999999999,2
127.0545 ~ 127.0604,37.58219999999999 ~ 37.586299999999994,0
127.0545 ~ 127.0604,37.586299999999994 ~ 37.590399999999995,6
127.0545 ~ 127.0604,37.590399999999995 ~ 37.5945,7
127.0545 ~ 127.0604,37.5945 ~ 37.5986,11
127.0545 ~ 127.0604,37.5986 ~ 37.6027,1
127.0545 ~ 127.0604,37.6027 ~ 37.6068,0
127.0545 ~ 127.0604,37.6068 ~ 37.610899999999994,6
127.0545 ~ 127.0604,37.610899999999994 ~ 37.614999999999995,8
127.0545 ~ 127.0604,37.614999999999995 ~ 37.619099999999996,17
127.0545 ~ 127.0604,37.619099999999996 ~ 37.6232,6
127.0545 ~ 127.0604,37.6232 ~ 37.6273,0
127.0545 ~ 127.0604,37.6273 ~ 37.6314,14
127.0545 ~ 127.0604,37.6314 ~ 37.63549999999999,2
127.0545 ~ 127.0604,37.63549999999999 ~ 37.639599999999994,0
127.0545 ~ 127.0604,37.639599999999994 ~ 37.643699999999995,1
127.0545 ~ 127.0604,37.643699999999995 ~ 37.6478,3
127.0545 ~ 127.0604,37.6478 ~ 37.6519,3
127.0545 ~ 127.0604,37.6519 ~ 37.656,7
127.0545 ~ 127.0604,37.656 ~ 37.6601,2
127.0545 ~ 127.0604,37.6601 ~ 37.664199999999994,9
127.0545 ~ 127.0604,37.664199999999994 ~ 37.668299999999995,13
127.0545 ~ 127.0604,37.668299999999995 ~ 37.672399999999996,6
127.0545 ~ 127.0604,37.672399999999996 ~ 37.6765,11
127.0545 ~ 127.0604,37.6765 ~ 37.6806,6
127.0545 ~ 127.0604,37.6806 ~ 37.6847,2
127.0545 ~ 127.0604,37.6847 ~ 37.68879999999999,0
127.0545 ~ 127.0604,37.68879999999999 ~ 37.692899999999995,1
127.0545 ~ 127.0604,37.692899999999995 ~ 37.696999999999996,0
127.0545 ~ 127.0604,37.696999999999996 ~ 37.7011,0
127.0545 ~ 127.0604,37.7011 ~ 37.7052,0
127.0545 ~ 127.0604,37.7052 ~ 37.7093,0
127.0545 ~ 127.0604,37.7093 ~ 37.7134,0
127.0545 ~ 127.0604,37.7134 ~ 37.717499999999994,0
127.0604 ~ 127.0663,37.41 ~ 37.4141,0
127.0604 ~ 127.0663,37.4141 ~ 37.4182,0
127.0604 ~ 127.0663,37.4182 ~ 37.4223,0
127.0604 ~ 127.0663,37.4223 ~ 37.426399999999994,0
127.0604 ~ 127.0663,37.426399999999994 ~ 37.430499999999995,0
127.0604 ~ 127.0663,37.430499999999995 ~ 37.434599999999996,1
127.0604 ~ 127.0663,37.434599999999996 ~ 37.4387,3
127.0604 ~ 127.0663,37.4387 ~ 37.4428,0
127.0604 ~ 127.0663,37.4428 ~ 37.4469,0
127.0604 ~ 127.0663,37.4469 ~ 37.45099999999999,0
127.0604 ~ 127.0663,37.45099999999999 ~ 37.455099999999995,4
127.0604 ~ 127.0663,37.455099999999995 ~ 37.459199999999996,4
127.0604 ~ 127.0663,37.459199999999996 ~ 37.4633,0
127.0604 ~ 127.0663,37.4633 ~ 37.4674,0
127.0604 ~ 127.0663,37.4674 ~ 37.4715,0
127.0604 ~ 127.0663,37.4715 ~ 37.4756,0
127.0604 ~ 127.0663,37.4756 ~ 37.479699999999994,3
127.0604 ~ 127.0663,37.479699999999994 ~ 37.483799999999995,7
127.0604 ~ 127.0663,37.483799999999995 ~ 37.487899999999996,4
127.0604 ~ 127.0663,37.487899999999996 ~ 37.492,3
127.0604 ~ 127.0663,37.492 ~ 37.4961,7
127.0604 ~ 127.0663,37.4961 ~ 37.5002,5
127.0604 ~ 127.0663,37.5002 ~ 37.50429999999999,3
127.0604 ~ 127.0663,37.50429999999999 ~ 37.508399999999995,7
127.0604 ~ 127.0663,37.508399999999995 ~ 37.512499999999996,13
127.0604 ~ 127.0663,37.512499999999996 ~ 37.5166,6
127.0604 ~ 127.0663,37.5166 ~ 37.5207,0
127.0604 ~ 127.0663,37.5207 ~ 37.5248,0
127.0604 ~ 127.0663,37.5248 ~ 37.52889999999999,0
127.0604 ~ 127.0663,37.52889999999999 ~ 37.532999999999994,0
127.0604 ~ 127.0663,37.532999999999994 ~ 37.537099999999995,4
127.0604 ~ 127.0663,37.537099999999995 ~ 37.541199999999996,2
127.0604 ~ 127.0663,37.541199999999996 ~ 37.5453,8
127.0604 ~ 127.0663,37.5453 ~ 37.5494,6
127.0604 ~ 127.0663,37.5494 ~ 37.5535,0
127.0604 ~ 127.0663,37.5535 ~ 37.557599999999994,0
127.0604 ~ 127.0663,37.557599999999994 ~ 37.561699999999995,1
127.0604 ~ 127.0663,37.561699999999995 ~ 37.565799999999996,6
127.0604 ~ 127.0663,37.565799999999996 ~ 37.5699,5
127.0604 ~ 127.0663,37.5699 ~ 37.574,7
127.0604 ~ 127.0663,37.574 ~ 37.5781,1
127.0604 ~ 127.0663,37.5781 ~ 37.58219999999999,1
127.0604 ~ 127.0663,37.58219999999999 ~ 37.586299999999994,0
127.0604 ~ 127.0663,37.586299999999994 ~ 37.590399999999995,5
127.0604 ~ 127.0663,37.590399999999995 ~ 37.5945,1
127.0604 ~ 127.0663,37.5945 ~ 37.5986,6
127.0604 ~ 127.0663,37.5986 ~ 37.6027,2
127.0604 ~ 127.0663,37.6027 ~ 37.6068,5
127.0604 ~ 127.0663,37.6068 ~ 37.610899999999994,3
127.0604 ~ 127.0663,37.610899999999994 ~ 37.614999999999995,15
127.0604 ~ 127.0663,37.614999999999995 ~ 37.619099999999996,8
127.0604 ~ 127.0663,37.619099999999996 ~ 37.6232,7
127.0604 ~ 127.0663,37.6232 ~ 37.6273,2
127.0604 ~ 127.0663,37.6273 ~ 37.6314,4
127.0604 ~ 127.0663,37.6314 ~ 37.63549999999999,8
127.0604 ~ 127.0663,37.63549999999999 ~ 37.639599999999994,7
127.0604 ~ 127.0663,37.639599999999994 ~ 37.643699999999995,7
127.0604 ~ 127.0663,37.643699999999995 ~ 37.6478,10
127.0604 ~ 127.0663,37.6478 ~ 37.6519,6
127.0604 ~ 127.0663,37.6519 ~ 37.656,10
127.0604 ~ 127.0663,37.656 ~ 37.6601,11
127.0604 ~ 127.0663,37.6601 ~ 37.664199999999994,11
127.0604 ~ 127.0663,37.664199999999994 ~ 37.668299999999995,14
127.0604 ~ 127.0663,37.668299999999995 ~ 37.672399999999996,0
127.0604 ~ 127.0663,37.672399999999996 ~ 37.6765,0
127.0604 ~ 127.0663,37.6765 ~ 37.6806,0
127.0604 ~ 127.0663,37.6806 ~ 37.6847,0
127.0604 ~ 127.0663,37.6847 ~ 37.68879999999999,0
127.0604 ~ 127.0663,37.68879999999999 ~ 37.692899999999995,0
127.0604 ~ 127.0663,37.692899999999995 ~ 37.696999999999996,0
127.0604 ~ 127.0663,37.696999999999996 ~ 37.7011,0
127.0604 ~ 127.0663,37.7011 ~ 37.7052,0
127.0604 ~ 127.0663,37.7052 ~ 37.7093,0
127.0604 ~ 127.0663,37.7093 ~ 37.7134,0
127.0604 ~ 127.0663,37.7134 ~ 37.717499999999994,0
127.0663 ~ 127.07220000000001,37.41 ~ 37.4141,0
127.0663 ~ 127.07220000000001,37.4141 ~ 37.4182,0
127.0663 ~ 127.07220000000001,37.4182 ~ 37.4223,0
127.0663 ~ 127.07220000000001,37.4223 ~ 37.426399999999994,0
127.0663 ~ 127.07220000000001,37.426399999999994 ~ 37.430499999999995,0
127.0663 ~ 127.07220000000001,37.430499999999995 ~ 37.434599999999996,1
127.0663 ~ 127.07220000000001,37.434599999999996 ~ 37.4387,0
127.0663 ~ 127.07220000000001,37.4387 ~ 37.4428,0
127.0663 ~ 127.07220000000001,37.4428 ~ 37.4469,0
127.0663 ~ 127.07220000000001,37.4469 ~ 37.45099999999999,0
127.0663 ~ 127.07220000000001,37.45099999999999 ~ 37.455099999999995,0
127.0663 ~ 127.07220000000001,37.455099999999995 ~ 37.459199999999996,4
127.0663 ~ 127.07220000000001,37.459199999999996 ~ 37.4633,0
127.0663 ~ 127.07220000000001,37.4633 ~ 37.4674,0
127.0663 ~ 127.07220000000001,37.4674 ~ 37.4715,0
127.0663 ~ 127.07220000000001,37.4715 ~ 37.4756,0
127.0663 ~ 127.07220000000001,37.4756 ~ 37.479699999999994,0
127.0663 ~ 127.07220000000001,37.479699999999994 ~ 37.483799999999995,0
127.0663 ~ 127.07220000000001,37.483799999999995 ~ 37.487899999999996,6
127.0663 ~ 127.07220000000001,37.487899999999996 ~ 37.492,5
127.0663 ~ 127.07220000000001,37.492 ~ 37.4961,5
127.0663 ~ 127.07220000000001,37.4961 ~ 37.5002,4
127.0663 ~ 127.07220000000001,37.5002 ~ 37.50429999999999,4
127.0663 ~ 127.07220000000001,37.50429999999999 ~ 37.508399999999995,0
127.0663 ~ 127.07220000000001,37.508399999999995 ~ 37.512499999999996,3
127.0663 ~ 127.07220000000001,37.512499999999996 ~ 37.5166,1
127.0663 ~ 127.07220000000001,37.5166 ~ 37.5207,0
127.0663 ~ 127.07220000000001,37.5207 ~ 37.5248,0
127.0663 ~ 127.07220000000001,37.5248 ~ 37.52889999999999,0
127.0663 ~ 127.07220000000001,37.52889999999999 ~ 37.532999999999994,1
127.0663 ~ 127.07220000000001,37.532999999999994 ~ 37.537099999999995,12
127.0663 ~ 127.07220000000001,37.537099999999995 ~ 37.541199999999996,8
127.0663 ~ 127.07220000000001,37.541199999999996 ~ 37.5453,4
127.0663 ~ 127.07220000000001,37.5453 ~ 37.5494,8
127.0663 ~ 127.07220000000001,37.5494 ~ 37.5535,11
127.0663 ~ 127.07220000000001,37.5535 ~ 37.557599999999994,2
127.0663 ~ 127.07220000000001,37.557599999999994 ~ 37.561699999999995,3
127.0663 ~ 127.07220000000001,37.561699999999995 ~ 37.565799999999996,3
127.0663 ~ 127.07220000000001,37.565799999999996 ~ 37.5699,6
127.0663 ~ 127.07220000000001,37.5699 ~ 37.574,13
127.0663 ~ 127.07220000000001,37.574 ~ 37.5781,7
127.0663 ~ 127.07220000000001,37.5781 ~ 37.58219999999999,8
127.0663 ~ 127.07220000000001,37.58219999999999 ~ 37.586299999999994,7
127.0663 ~ 127.07220000000001,37.586299999999994 ~ 37.590399999999995,4
127.0663 ~ 127.07220000000001,37.590399999999995 ~ 37.5945,5
127.0663 ~ 127.07220000000001,37.5945 ~ 37.5986,6
127.0663 ~ 127.07220000000001,37.5986 ~ 37.6027,10
127.0663 ~ 127.07220000000001,37.6027 ~ 37.6068,1
127.0663 ~ 127.07220000000001,37.6068 ~ 37.610899999999994,1
127.0663 ~ 127.07220000000001,37.610899999999994 ~ 37.614999999999995,0
127.0663 ~ 127.07220000000001,37.614999999999995 ~ 37.619099999999996,6
127.0663 ~ 127.07220000000001,37.619099999999996 ~ 37.6232,12
127.0663 ~ 127.07220000000001,37.6232 ~ 37.6273,10
127.0663 ~ 127.07220000000001,37.6273 ~ 37.6314,9
127.0663 ~ 127.07220000000001,37.6314 ~ 37.63549999999999,17
127.0663 ~ 127.07220000000001,37.63549999999999 ~ 37.639599999999994,10
127.0663 ~ 127.07220000000001,37.639599999999994 ~ 37.643699999999995,9
127.0663 ~ 127.07220000000001,37.643699999999995 ~ 37.6478,8
127.0663 ~ 127.07220000000001,37.6478 ~ 37.6519,6
127.0663 ~ 127.07220000000001,37.6519 ~ 37.656,8
127.0663 ~ 127.07220000000001,37.656 ~ 37.6601,7
127.0663 ~ 127.07220000000001,37.6601 ~ 37.664199999999994,9
127.0663 ~ 127.07220000000001,37.664199999999994 ~ 37.668299999999995,11
127.0663 ~ 127.07220000000001,37.668299999999995 ~ 37.672399999999996,0
127.0663 ~ 127.07220000000001,37.672399999999996 ~ 37.6765,0
127.0663 ~ 127.07220000000001,37.6765 ~ 37.6806,0
127.0663 ~ 127.07220000000001,37.6806 ~ 37.6847,0
127.0663 ~ 127.07220000000001,37.6847 ~ 37.68879999999999,0
127.0663 ~ 127.07220000000001,37.68879999999999 ~ 37.692899999999995,0
127.0663 ~ 127.07220000000001,37.692899999999995 ~ 37.696999999999996,0
127.0663 ~ 127.07220000000001,37.696999999999996 ~ 37.7011,0
127.0663 ~ 127.07220000000001,37.7011 ~ 37.7052,0
127.0663 ~ 127.07220000000001,37.7052 ~ 37.7093,0
127.0663 ~ 127.07220000000001,37.7093 ~ 37.7134,0
127.0663 ~ 127.07220000000001,37.7134 ~ 37.717499999999994,0
127.07220000000001 ~ 127.0781,37.41 ~ 37.4141,0
127.07220000000001 ~ 127.0781,37.4141 ~ 37.4182,0
127.07220000000001 ~ 127.0781,37.4182 ~ 37.4223,0
127.07220000000001 ~ 127.0781,37.4223 ~ 37.426399999999994,0
127.07220000000001 ~ 127.0781,37.426399999999994 ~ 37.430499999999995,0
127.07220000000001 ~ 127.0781,37.430499999999995 ~ 37.434599999999996,0
127.07220000000001 ~ 127.0781,37.434599999999996 ~ 37.4387,0
127.07220000000001 ~ 127.0781,37.4387 ~ 37.4428,0
127.07220000000001 ~ 127.0781,37.4428 ~ 37.4469,0
127.07220000000001 ~ 127.0781,37.4469 ~ 37.45099999999999,0
127.07220000000001 ~ 127.0781,37.45099999999999 ~ 37.455099999999995,0
127.07220000000001 ~ 127.0781,37.455099999999995 ~ 37.459199999999996,0
127.07220000000001 ~ 127.0781,37.459199999999996 ~ 37.4633,0
127.07220000000001 ~ 127.0781,37.4633 ~ 37.4674,0
127.07220000000001 ~ 127.0781,37.4674 ~ 37.4715,0
127.07220000000001 ~ 127.0781,37.4715 ~ 37.4756,0
127.07220000000001 ~ 127.0781,37.4756 ~ 37.479699999999994,0
127.07220000000001 ~ 127.0781,37.479699999999994 ~ 37.483799999999995,0
127.07220000000001 ~ 127.0781,37.483799999999995 ~ 37.487899999999996,4
127.07220000000001 ~ 127.0781,37.487899999999996 ~ 37.492,3
127.07220000000001 ~ 127.0781,37.492 ~ 37.4961,3
127.07220000000001 ~ 127.0781,37.4961 ~ 37.5002,2
127.07220000000001 ~ 127.0781,37.5002 ~ 37.50429999999999,0
127.07220000000001 ~ 127.0781,37.50429999999999 ~ 37.508399999999995,2
127.07220000000001 ~ 127.0781,37.508399999999995 ~ 37.512499999999996,3
127.07220000000001 ~ 127.0781,37.512499999999996 ~ 37.5166,0
127.07220000000001 ~ 127.0781,37.5166 ~ 37.5207,0
127.07220000000001 ~ 127.0781,37.5207 ~ 37.5248,0
127.07220000000001 ~ 127.0781,37.5248 ~ 37.52889999999999,0
127.07220000000001 ~ 127.0781,37.52889999999999 ~ 37.532999999999994,5
127.07220000000001 ~ 127.0781,37.532999999999994 ~ 37.537099999999995,7
127.07220000000001 ~ 127.0781,37.537099999999995 ~ 37.541199999999996,2
127.07220000000001 ~ 127.0781,37.541199999999996 ~ 37.5453,1
127.07220000000001 ~ 127.0781,37.5453 ~ 37.5494,4
