"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3090000","3090000-105-2020-00003","20200129","","01","영업/정상","01","영업","","","","","",".00","132928","서울특별시 도봉구 창동 750-2번지 창동리더스빌딩 ","서울특별시 도봉구 도봉로136가길 4 창동리더스빌딩 4층 (창동)","01401","참존VIP요양원","20200129093345","I","2020-01-31 00:23:24.0","사회복지시설","203590.625560677    ","461829.3815553      ","사회복지시설","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2007-00012","20071016","","03","폐업","02","폐업","20131031","","","","02  990 3001",".00","132890","서울특별시 도봉구 쌍문동 507-1번지 지하1층 ","서울특별시 도봉구 삼양로 600 (쌍문동지하1층)","01366","새길요양병원","20130612134521","I","2018-08-31 23:59:59.0","집단급식소","201155.771526165    ","461587.609427955    ","집단급식소","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2007-00013","20071115","","03","폐업","02","폐업","20150422","","","","02  904 6248",".00","132881","서울특별시 도봉구 쌍문동 358번지 지상2층 ","서울특별시 도봉구 우이천로32길 38 (쌍문동지상2층)","01381","햇살유치원","20150415140745","I","2018-08-31 23:59:59.0","집단급식소","202164.919977603    ","460767.381093697    ","집단급식소","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2008-00003","20080430","","03","폐업","02","폐업","20170607","","","","02  34943114","61.00","132854","서울특별시 도봉구 방학동 719-3번지 렉시온프라자 2층 ","서울특별시 도봉구 도봉로152길 26 2층 (방학동 렉시온프라자)","01332","렉시온한방병원","20170607172741","I","2018-08-31 23:59:59.0","집단급식소","203922.041712071    ","462985.339920532    ","집단급식소","","","","","상수도전용","","","","","","","","","N","61","","",""
"3090000","3090000-105-2017-00008","20170612","","03","폐업","02","폐업","20171102","","","","02  910 3950","27.53","132821","서울특별시 도봉구 도봉동 626번지 ","서울특별시 도봉구 마들로 749 (도봉동)","01322","서울북부지방법원어린이집","20171102143933","I","2018-08-31 23:59:59.0","어린이집","204074.899806789    ","463886.851902677    ","어린이집","","","","","","","0","","","","","0","0","N","27.53","","",""
"3090000","3090000-105-2017-00009","20170824","","03","폐업","02","폐업","20180412","","","","",".00","132917","서울특별시 도봉구 창동 536-18번지 ","서울특별시 도봉구 우이천로12길 24 (창동)","01478","딩동댕어린이집","20180412162057","I","2018-08-31 23:59:59.0","어린이집","203426.106655218    ","459292.407574065    ","어린이집","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2017-00010","20170907","","03","폐업","02","폐업","20180614","","","","02  907 2720","16.50","132870","서울특별시 도봉구 쌍문동 174-18번지 ","서울특별시 도봉구 도봉로131길 86 (쌍문동)","01431","한그루어린이집","20180614143245","I","2018-08-31 23:59:59.0","어린이집","202893.809528385    ","461578.230633327    ","어린이집","","","","","","","0","","","","","0","0","N","16.5","","",""
"3090000","3090000-105-2017-00012","20170918","","03","폐업","02","폐업","20190401","","","","","60.00","132848","서울특별시 도봉구 방학동 665-6번지 ","서울특별시 도봉구 도당로 51 (방학동)","01356","가화실버한방병원","20190401110915","U","2019-04-03 02:40:00.0","병원","202961.829052417    ","462271.553341754    ","병원","","","","","","","0","","","","","0","0","N","60","","",""
"3090000","3090000-105-2004-00008","20040317","","03","폐업","02","폐업","20180718","","","","02 9991236","","132924","서울특별시 도봉구 창동 663-37번지 ","서울특별시 도봉구 도봉로118길 15 (창동)","01453","창문어린이집","20180718143357","I","2018-08-31 23:59:59.0","어린이집","203120.864048766    ","460739.126422487    ","어린이집","","","","","상수도전용","","","","","","","","","N","0","","",""
"3090000","3090000-105-1990-00008","19900302","","03","폐업","02","폐업","20200115","","","","02 9552321","14.19","132806","서울특별시 도봉구 도봉동 282-212번지 ","서울특별시 도봉구 도봉산길 50 (도봉동)","01300","아진교통(주)","20200115150719","U","2020-01-17 02:40:00.0","산업체","203465.85806015     ","465077.944095077    ","산업체","","","주택가주변","자율","상수도(음용)지하수(주방용)겸용","","0","","","","","","","N","49.88","","",""
"3090000","3090000-105-1990-00003","19900302","","03","폐업","02","폐업","20080215","","","","0222896202","30.00","132801","서울특별시 도봉구 도봉동 62-3번지 ","","","북서울서비스","20060407000000","I","2018-08-31 23:59:59.0","집단급식소","204081.386150138    ","464472.810888981    ","집단급식소","","","주택가주변","자율","","","0","","","","","","","N","301.9","","",""
"3090000","3090000-105-1990-00049","19900302","","03","폐업","02","폐업","20000522","","","","02 9967119","27.95","132923","서울특별시 도봉구 창동 647-2번지 0000동 0000호","","","샘표식품","20000522000000","I","2018-08-31 23:59:59.0","집단급식소","","","집단급식소","0","0","기타","기타","","","","","","","","","","N","166.67","","",""
"3090000","3090000-105-2010-00008","20101029","","03","폐업","02","폐업","20130924","","","","02 9009942",".00","132896","서울특별시 도봉구 쌍문동 707-7번지 ","서울특별시 도봉구 도봉로 639 (쌍문동)","01391","정병원","20120410094907","I","2018-08-31 23:59:59.0","집단급식소","203610.16548874     ","462124.875041987    ","집단급식소","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2011-00001","20110126","","03","폐업","02","폐업","20160907","","","","02 9038987",".00","132893","서울특별시 도봉구 쌍문동 653번지 삼환프라자 401 402호 ","서울특별시 도봉구 도봉로 575 (쌍문동삼환프라자 401 402호)","01432","엘리펀트리","20130108140041","I","2018-08-31 23:59:59.0","집단급식소","203348.210556651    ","461557.310544671    ","집단급식소","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2011-00002","20110228","","03","폐업","02","폐업","20141226","","","","02  991 3730","15.00","132920","서울특별시 도봉구 창동 674-50번지 지상 4층 ","서울특별시 도봉구 도봉로108길 81 (창동지상 4층)","01457","상상어린이집","20140708141917","I","2018-08-31 23:59:59.0","집단급식소","203325.025640664    ","460385.199654699    ","집단급식소","","","","","","","0","","","","","0","0","N","15","","",""
"3090000","3090000-105-2011-00003","20110810","","03","폐업","02","폐업","20190228","","","","0234939674",".00","132822","서울특별시 도봉구 도봉동 636-7번지 ","서울특별시 도봉구 마들로 672-26 (도봉동)","01330","한별키즈어린이집","20190228103827","U","2019-03-02 02:40:00.0","어린이집","204058.931522648    ","463071.177898909    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2011-00006","20110825","","03","폐업","02","폐업","20191018","","","","0234927888",".00","132849","서울특별시 도봉구 방학동 677-11번지 ","서울특별시 도봉구 방학로3길 13 (방학동)","01390","(사)한국지체장애인협회새보람요양병원","20191018095707","U","2019-10-20 02:40:00.0","병원","203554.863112547    ","462195.079384745    ","병원","","","","","상수도전용","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2000-00054","20000817","","03","폐업","02","폐업","20080201","","","","02 9015618","86.25","132892","서울특별시 도봉구 쌍문동 565-0번지 ","","","도봉구 보건소","20070423000000","I","2018-08-31 23:59:59.0","집단급식소","203353.527070832    ","461733.483122757    ","집단급식소","0","0","기타","기타","","","0","","","","","","","N","201.69","","",""
"3090000","3090000-105-2013-00010","20130916","","03","폐업","02","폐업","20190521","","","","02  992 4050","8.60","132890","서울특별시 도봉구 쌍문동 505-11번지 지상1층 ","서울특별시 도봉구 삼양로 574-44 지상1층 (쌍문동)","01368","지앤지어린이집","20190521134400","U","2019-05-23 02:40:00.0","어린이집","201164.322072146    ","461333.748103052    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","8.6","","",""
"3090000","3090000-105-2013-00011","20130917","","03","폐업","02","폐업","20140718","","","","02 9061842","5.90","132915","서울특별시 도봉구 창동 458-4번지 지상1층 ","서울특별시 도봉구 덕릉로60자길 22 지상1층 (창동)","01475","예일어린이집","20130924084329","I","2018-08-31 23:59:59.0","집단급식소","203602.181798048    ","459522.941671444    ","집단급식소","","","","","","","0","","","","","0","0","N","5.9","","",""
"3090000","3090000-105-2000-00056","20001122","","03","폐업","02","폐업","20190829","","","","02 9550523","47.90","132806","서울특별시 도봉구 도봉동 381-1번지 ","서울특별시 도봉구 평화로15번길 9-25 (도봉동)","01301","서울인강학교","20190829141848","U","2019-08-31 02:40:00.0","학교","203656.061552883    ","465803.591403923    ","학교","0","0","기타","기타","상수도전용","","0","","","","","","","N","191.97","","",""
"3090000","3090000-105-2001-00060","20011005","","03","폐업","02","폐업","20050510","","","","02","","132932","서울특별시 도봉구 방학동 670-14번지 ","","","(주)청보어페럴","20020118000000","I","2018-08-31 23:59:59.0","집단급식소","202969.089692416    ","462207.753031038    ","집단급식소","","","기타","기타","","","","","","","","","","N","0","","",""
"3090000","3090000-105-2001-00061","20011228","","03","폐업","02","폐업","20180305","","","","02 9942476",".00","132868","서울특별시 도봉구 쌍문동 143-2번지 ","서울특별시 도봉구 노해로 238 (쌍문동)","01442","쌍문 삼성 어린이집","20180305173655","I","2018-08-31 23:59:59.0","어린이집","202982.900208704    ","460960.390453555    ","어린이집","","","기타","기타","상수도전용","","","","","","","","","N","28","","",""
"3090000","3090000-105-2003-00005","20030628","","03","폐업","02","폐업","20090817","","","","02902 1663","","132899","서울특별시 도봉구 창동 17번지 지하1층 ","","","도봉경찰서 복지회 구내식당","20080613101647","I","2018-08-31 23:59:59.0","집단급식소","204582.338677684    ","461230.461706406    ","집단급식소","","","","","","","","","","","","","","N","0","","",""
"3090000","3090000-105-2013-00013","20130926","","03","폐업","02","폐업","20141215","","","","02  900 5556","65.10","132890","서울특별시 도봉구 쌍문동 508-1번지 산수디앤씨 ","서울특별시 도봉구 삼양로 610 (쌍문동 산수디앤씨)","01366","고려의원","20140711163000","I","2018-08-31 23:59:59.0","집단급식소","201167.086526829    ","461671.469939607    ","집단급식소","","","","","상수도전용","","0","","","","","0","0","N","65.1","","",""
"3090000","3090000-105-2018-00004","20180305","","03","폐업","02","폐업","20190311","","","","02  994 2476",".00","132868","서울특별시 도봉구 쌍문동 143-2번지 쌍문삼성어린이집 ","서울특별시 도봉구 노해로 238 쌍문삼성어린이집 (쌍문동)","01442","쌍문삼성어린이집","20190311105539","U","2019-03-13 02:40:00.0","어린이집","202982.900208704    ","460960.390453555    ","어린이집","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-1999-00038","19990615","","03","폐업","02","폐업","20181123","","","","07087698025","109.20","132873","서울특별시 도봉구 쌍문동 263번지 ","서울특별시 도봉구 시루봉로 53 (쌍문동)","01375","선덕고등학교","20181123165418","U","2018-11-25 02:37:11.0","학교","202325.035151257    ","461479.391339929    ","학교","0","0","기타","기타","상수도전용","","0","","","","","","","N","765.5","","",""
"3090000","3090000-105-1999-00009","19991027","","03","폐업","02","폐업","19991027","","","","02 9021942","17.00","132890","서울특별시 도봉구 쌍문동 510-1번지 ","","","동북운수(주)","20020118000000","I","2018-08-31 23:59:59.0","집단급식소","201183.090092577    ","461792.090075895    ","집단급식소","0","0","주택가주변","기타","","","","","","","","","","N","56.01","","",""
"3090000","3090000-105-2005-00009","20050620","","03","폐업","02","폐업","20180706","","","","02 9049292","","132896","서울특별시 도봉구 쌍문동 714-23번지 ","서울특별시 도봉구 방학로3길 68 (쌍문동)","01392","뜰안에 어린이집","20180706132945","I","2018-08-31 23:59:59.0","어린이집","203458.282452848    ","461964.761952454    ","어린이집","","","","","상수도전용","","","","","","","","","N","0","","",""
"3090000","3090000-105-2005-00010","20050620","","03","폐업","02","폐업","20170919","","","","07087703613",".00","132784","서울특별시 도봉구 창동 804번지 대우아파트(내) ","서울특별시 도봉구 덕릉로59아길 17 (창동 대우아파트(내))","01469","짐아스코 어린이집","20170919171906","I","2018-08-31 23:59:59.0","어린이집","203242.968498731    ","460001.081136921    ","어린이집","","","","","상수도전용","","","","","","","","","N","5","","",""
"3090000","3090000-105-2005-00012","20050620","","03","폐업","02","폐업","20100510","","","","0234924752","","132849","서울특별시 도봉구 방학동 677-5번지 ","","","아이뜰어린이집","20050620000000","I","2018-08-31 23:59:59.0","집단급식소","203561.203832106    ","462212.292214157    ","집단급식소","","","","","상수도전용","","","","","","","","","N","0","","",""
"3090000","3090000-105-2005-00013","20050620","","03","폐업","02","폐업","20080721","","","","02 9959996","","132908","서울특별시 도봉구 창동 320번지 도봉구행정지원센터 내 ","","","새하얀 어린이집","20050620000000","I","2018-08-31 23:59:59.0","집단급식소","203831.487982211    ","461139.798495863    ","집단급식소","","","","","상수도전용","","","","","","","","","N","0","","",""
"3090000","3090000-105-2005-00015","20050623","","03","폐업","02","폐업","20170824","","","","02 9939245","","132917","서울특별시 도봉구 창동 536-18번지 지상3층 ","서울특별시 도봉구 우이천로12길 24 지상3층 (창동)","01478","딩동댕 어린이집","20170824112109","I","2018-08-31 23:59:59.0","어린이집","203426.106655218    ","459292.407574065    ","어린이집","","","","","상수도전용","","","","","","","","","N","0","","",""
"3090000","3090000-105-2005-00016","20050624","","03","폐업","02","폐업","20190227","","","","02 9032978","","132913","서울특별시 도봉구 창동 448-8번지 ","서울특별시 도봉구 덕릉로62길 30 (창동)","01474","푸른신창어린이집","20190227133051","U","2019-03-01 02:40:00.0","어린이집","203595.525422204    ","459737.847188624    ","어린이집","","","","","상수도전용","","","","","","","","","N","0","","",""
"3090000","3090000-105-2005-00018","20050706","","03","폐업","02","폐업","20140210","","","","0234923012","","132849","서울특별시 도봉구 방학동 676-43번지 ","서울특별시 도봉구 방학로3길 10 (방학동)","","꿈속놀이터 어린이집","20120608133358","I","2018-08-31 23:59:59.0","집단급식소","203508.261005602    ","462214.988901417    ","집단급식소","","","","","","","","","","","","","","N","0","","",""
"3090000","3090000-105-2018-00008","20180710","","03","폐업","02","폐업","20200423","","","","",".00","132901","서울특별시 도봉구 창동 33-3번지 윤정유치원 ","서울특별시 도봉구 노해로70길 81 윤정유치원 101201호 (창동)","01418","윤정아이씨티움","20200423133151","U","2020-04-25 02:40:00.0","산업체","204569.769384803    ","460720.689890064    ","산업체","","","","","","","2","","","","","0","0","N","0","","",""
"3090000","3090000-105-2014-00015","20141215","","03","폐업","02","폐업","20150907","","","","0215771173","188.43","132890","서울특별시 도봉구 쌍문동 508-1번지 지하1층 ","서울특별시 도봉구 삼양로 610 지하1층 (쌍문동)","01366","우이새길요양병원","20141223172302","I","2018-08-31 23:59:59.0","집단급식소","201167.086526829    ","461671.469939607    ","집단급식소","","","","","","","0","","","","","0","0","N","92.04","","",""
"3090000","3090000-105-2014-00016","20141230","","03","폐업","02","폐업","20190214","","","","02  998 3630","156.78","132923","서울특별시 도봉구 창동 647-12번지 ","서울특별시 도봉구 도봉로106길 30 (창동)","01460","(재)화성시장학관","20190214140409","U","2019-02-16 02:40:00.0","기숙사","202960.438289644    ","460242.005648474    ","기숙사","","","","","상수도전용","","0","","","","","0","0","N","156.78","","",""
"3090000","3090000-105-2003-00006","20030929","","03","폐업","02","폐업","20181017","","","","02 22898289",".00","132846","서울특별시 도봉구 방학동 653-5번지 인터엠빌딩 지하1층 ","서울특별시 도봉구 도봉로 719 (방학동인터엠빌딩 지하1층)","01350","(주)인터엠","20181017110150","U","2018-10-19 02:36:39.0","산업체","203719.070066405    ","462926.277853107    ","산업체","","","","","상수도전용","","","","","","","","","N","188.1","","",""
"3090000","3090000-105-2017-00007","20170602","","03","폐업","02","폐업","20180130","","","","02  955 6080","264.00","132830","서울특별시 도봉구 방학동 441-1번지 ","서울특별시 도봉구 시루봉로 133 (방학동)","01316","도봉실버센터","20180130141751","I","2018-08-31 23:59:59.0","사회복지시설","202314.189642987    ","462283.85540688     ","사회복지시설","","","","","","","0","","","","","0","0","N","264","","",""
"3090000","3090000-105-2004-00016","20040317","","03","폐업","02","폐업","20180314","","","","02  34915560","","132833","서울특별시 도봉구 방학동 396-19번지 방아골종합사회복지관 내 ","서울특별시 도봉구 시루봉로17길 42 (방학동방아골종합사회복지관 내)","01314","방아골어린이집","20180314101601","I","2018-08-31 23:59:59.0","어린이집","202810.291259374    ","462992.133614914    ","어린이집","","","","","상수도전용","","0","","","","","","","N","0","","",""
"3090000","3090000-105-2004-00003","20040317","","03","폐업","02","폐업","20160215","","","","02 9043222","","132911","서울특별시 도봉구 창동 374번지 ","서울특별시 도봉구 덕릉로 329 (창동)","01424","창동어린이집","20140703150847","I","2018-08-31 23:59:59.0","집단급식소","203945.022848952    ","460276.190341607    ","집단급식소","","","","","","","0","","","","","","","N","0","","",""
"3090000","3090000-105-2004-00024","20040323","","03","폐업","02","폐업","20120102","","","","02  900 6070","","132908","서울특별시 도봉구 창동 307-3번지 ","","","예지어린이집","20111114110945","I","2018-08-31 23:59:59.0","집단급식소","203538.807255824    ","461182.850897628    ","집단급식소","","","","","","","0","","","","","","","N","0","","",""
"3090000","3090000-105-2004-00020","20040323","","03","폐업","02","폐업","20191028","","","","0234937747","","132846","서울특별시 도봉구 방학동 654-24번지 ","서울특별시 도봉구 도봉로 715 (방학동)","01351","푸른나무어린이집","20191028170137","U","2019-10-30 02:40:00.0","어린이집","203722.734339427    ","462875.712537134    ","어린이집","","","","","상수도전용","","","","","","","","","N","0","","",""
"3090000","3090000-105-2004-00021","20040323","","03","폐업","02","폐업","20120217","","","","02 9910307","","132904","서울특별시 도봉구 창동 731-114번지 지상2층 ","","","로뎀어린이집","20111114110859","I","2018-08-31 23:59:59.0","집단급식소","203540.571753906    ","461676.193591668    ","집단급식소","","","","","","","0","","","","","","","N","0","","",""
"3090000","3090000-105-2004-00025","20040325","","03","폐업","02","폐업","20070322","","","","02 9009967","","132907","서울특별시 도봉구 창동 296-14번지 지상1층 ","","","창동제일어린이집","20040325000000","I","2018-08-31 23:59:59.0","집단급식소","203580.175825662    ","461365.752645665    ","집단급식소","","","","","","","0","","","","","","","N","0","","",""
"3090000","3090000-105-2004-00028","20040329","","03","폐업","02","폐업","20140605","","","","0234919833","","132850","서울특별시 도봉구 방학동 682-18번지 ","서울특별시 도봉구 방학로2길 44 (방학동)","01340","산내들어린이집","20140221170731","I","2018-08-31 23:59:59.0","집단급식소","203555.197063214    ","462497.278785272    ","집단급식소","","","","","","","0","","","","","","","N","0","","",""
"3090000","3090000-105-2004-00029","20040329","","03","폐업","02","폐업","20180919","","","","02 9953006","","132913","서울특별시 도봉구 창동 448-6번지 ","서울특별시 도봉구 덕릉로62길 26 (창동)","01474","신창어린이집","20180919133943","U","2018-09-19 23:59:59.0","어린이집","203576.012297808    ","459752.434468624    ","어린이집","","","","","상수도전용","","0","","","","","","","N","0","","",""
"3090000","3090000-105-2004-00035","20041001","","03","폐업","02","폐업","20090512","","","","0234941195","","132801","서울특별시 도봉구 도봉동 63번지 지하1층 ","","","(주)광신엔터프라이즈","20090211162953","I","2018-08-31 23:59:59.0","집단급식소","204199.156989282    ","464552.486156478    ","집단급식소","","","","","상수도전용","","0","","","","","","","N","0","","",""
"3090000","3090000-105-2005-00002","20050413","","03","폐업","02","폐업","20170216","","","","0264366041","","132848","서울특별시 도봉구 방학동 665-6번지 ","서울특별시 도봉구 도당로 51 (방학동)","01356","가화실버병원","20170111171221","I","2018-08-31 23:59:59.0","집단급식소","202961.829052417    ","462271.553341754    ","집단급식소","","","","","상수도전용","","","","","","","","","N","0","","",""
"3090000","3090000-105-2005-00003","20050503","","03","폐업","02","폐업","20190313","","","","02 9944620",".00","132873","서울특별시 도봉구 쌍문동 137-202번지 ","서울특별시 도봉구 노해로 201-1 (쌍문동)","01439","예그린유치원","20190313132351","U","2019-03-15 02:40:00.0","어린이집","202629.947957042    ","460973.157533442    ","어린이집","","","","","상수도전용","","","","","","","","","N","13.2","","",""
"3090000","3090000-105-2006-00007","20060518","","03","폐업","02","폐업","20190326","","","","02 9543700","13.20","132852","서울특별시 도봉구 방학동 696-23번지 (지상2층) ","서울특별시 도봉구 도봉로145길 95 (방학동(지상2층))","01342","예원키즈어린이집","20190326141924","U","2019-03-28 02:40:00.0","어린이집","203225.327855272    ","462540.134170941    ","어린이집","","","","","상수도전용","","0","","","","자가","0","0","N","13.2","","",""
"3090000","3090000-105-2006-00009","20060605","","03","폐업","02","폐업","20190228","","","","02 9048445","16.50","132895","서울특별시 도봉구 쌍문동 199-1번지 금호아파트단지내 ","서울특별시 도봉구 해등로26길 20 (쌍문동 금호아파트단지내 천사유치원)","01386","천사유치원","20190228142836","U","2019-03-02 02:40:00.0","어린이집","202884.052776927    ","461853.677907351    ","어린이집","","","","","상수도전용","","0","","","","자가","0","0","N","16.5","","",""
"3090000","3090000-105-2006-00010","20060612","","03","폐업","02","폐업","20150625","","","","02 9928546","","132908","서울특별시 도봉구 창동 328-1번지 (지상3층) ","서울특별시 도봉구 노해로 317-6 (창동(지상3층))","01405","(주)쌍문운수","20140904101721","I","2018-08-31 23:59:59.0","집단급식소","203829.111902755    ","461072.765300103    ","집단급식소","","","","","","","0","","","","자가","0","0","N","0","","",""
"3090000","3090000-105-2006-00013","20060911","","03","폐업","02","폐업","20160923","","","","02 9975164","5.00","132908","서울특별시 도봉구 창동 307-1번지 ","서울특별시 도봉구 해등로 111 (창동)","01427","솔샘유치원","20140701134508","I","2018-08-31 23:59:59.0","집단급식소","203503.727933949    ","461211.160179458    ","집단급식소","","","","","상수도전용","","0","","","","자가","0","0","N","5","","",""
"3090000","3090000-105-2006-00014","20060922","","03","폐업","02","폐업","20200330","","","","02 9071011","","132792","서울특별시 도봉구 창동 807번지 쌍용아파트 단지내 ","서울특별시 도봉구 마들로 567 (창동 쌍용아파트 단지내)","01410","자연유치원","20200330164919","U","2020-04-01 02:40:00.0","어린이집","204169.765708943    ","461930.191335537    ","어린이집","","","","","상수도전용","","0","","","","자가","0","0","N","0","","",""
"3090000","3090000-105-2006-00015","20060922","","03","폐업","02","폐업","20180313","","","","02  997 6582","","132901","서울특별시 도봉구 창동 33-3번지 주공19단지내 ","서울특별시 도봉구 노해로70길 81 (창동주공19단지내)","01418","윤정유치원","20180313134003","I","2018-08-31 23:59:59.0","어린이집","204569.769384803    ","460720.689890064    ","어린이집","","","","","상수도전용","","0","","","","자가","0","0","N","0","","",""
"3090000","3090000-105-2006-00016","20060922","","03","폐업","02","폐업","20190313","","","","02 9057163","26.40","132863","서울특별시 도봉구 쌍문동 56번지 삼익세라믹아파트 내 ","서울특별시 도봉구 해등로 169 (쌍문동 삼익세라믹아파트내)","01431","다솜유치원","20190313132254","U","2019-03-15 02:40:00.0","어린이집","203034.367076332    ","461652.607571422    ","어린이집","","","","","상수도전용","","0","","","","자가","0","0","N","26.4","","",""
"3090000","3090000-105-2009-00011","20090414","","03","폐업","02","폐업","20181025","","","","02  34930001",".00","132851","서울특별시 도봉구 방학동 694-4번지 ","서울특별시 도봉구 방학로8길 18-9 (방학동)","01343","방학가람어린이집","20181025155555","U","2018-11-03 04:00:00.0","어린이집","203145.753219918    ","462377.630562109    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2009-00014","20090421","","03","폐업","02","폐업","20180709","","","","0234939826",".00","132850","서울특별시 도봉구 방학동 683-22번지 ","서울특별시 도봉구 도봉로147길 20 지층 (방학동)","01340","새봄 어린이집","20180709132748","I","2018-08-31 23:59:59.0","어린이집","203594.623244002    ","462540.353928571    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2009-00016","20090924","","03","폐업","02","폐업","20110526","","","","070 86721236",".00","132801","서울특별시 도봉구 도봉동 63번지 ","","","(주)광신엔터프라이즈","20100504115920","I","2018-08-31 23:59:59.0","집단급식소","204199.156989282    ","464552.486156478    ","집단급식소","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2009-00001","20090108","","03","폐업","02","폐업","20120719","","","","02  9972001","33.00","132854","서울특별시 도봉구 방학동 720-33번지 도봉월드 국민은행내 ","","","국민은행신도봉지점","20100219100110","I","2018-08-31 23:59:59.0","집단급식소","204083.769271308    ","462849.020752258    ","집단급식소","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2009-00002","20090129","","03","폐업","02","폐업","20111230","","","","02 9921881","152.00","132924","서울특별시 도봉구 창동 661-80번지 북부종로아카데미 내 ","","","(주)북부종로아카데미","20120102105025","I","2018-08-31 23:59:59.0","집단급식소","203103.003410528    ","460839.253267563    ","집단급식소","","","","","","","0","","","","","0","0","N","152","","",""
"3090000","3090000-105-2009-00004","20090203","","03","폐업","02","폐업","20190426","","","","02902 3294",".00","132890","서울특별시 도봉구 쌍문동 509-1번지 서울효요양병원 내 ","서울특별시 도봉구 삼양로 616 (쌍문동서울효요양병원 내)","01365","서울효요양병원","20190426115725","U","2019-04-28 02:40:00.0","병원","201177.743198866    ","461734.803519059    ","병원","","","","","상수도전용","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2009-00005","20090206","","03","폐업","02","폐업","20111230","","","","02  34915000",".00","132854","서울특별시 도봉구 방학동 719-3번지 렉시온프라자 56층 ","","","스미스에스앤제이","20120102105000","I","2018-08-31 23:59:59.0","집단급식소","203922.041712071    ","462985.339920532    ","집단급식소","","","","","","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2009-00007","20090312","","03","폐업","02","폐업","20141230","","","","02 9983630","156.78","132923","서울특별시 도봉구 창동 647-12번지 화성시장학관내 ","서울특별시 도봉구 도봉로106길 30 (창동 화성시장학관내)","01460","화성시장학관","20141119142552","I","2018-08-31 23:59:59.0","집단급식소","202960.438289644    ","460242.005648474    ","집단급식소","","","","","","","0","","","","","0","0","N","39.78","","",""
"3090000","3090000-105-2009-00008","20090324","","03","폐업","02","폐업","20150723","","","","02  994 1119","385.85","132904","서울특별시 도봉구 창동 826번지 북한산한신휴플러스 103동 301호","서울특별시 도봉구 도봉로136가길 73 103동 301호 (창동 북한산한신휴플러스)","01400","윙스턴어학원","20140423101448","I","2018-08-31 23:59:59.0","집단급식소","203712.976468458    ","461483.041003935    ","집단급식소","","","","","상수도전용","","0","","","","","0","0","N","0","","",""
"3090000","3090000-105-2005-00025","20050905","","03","폐업","02","폐업","20090218","","","","02 9562380","","132801","서울특별시 도봉구 도봉동 79-8번지 ","","","한국영재유치원","20080613091822","I","2018-08-31 23:59:59.0","집단급식소","204297.996892564    ","464597.202705501    ","집단급식소","","","","","","","","","","","","","","N","0","","",""
"3090000","3090000-105-2017-00002","20170111","","03","폐업","02","폐업","20170703","","","","02  34935004","14.00","132838","서울특별시 도봉구 방학동 602-4번지 ","서울특별시 도봉구 시루봉로17길 20 1층 (방학동)","01314","아이세상어린이집","20170703160640","I","2018-08-31 23:59:59.0","어린이집","202918.683827031    ","462936.342763766    ","어린이집","","","","","","","0","","","","","0","0","N","14","","",""
"3090000","3090000-105-2014-00003","20140108","","03","폐업","02","폐업","20150128","","","","02900 4641","99.12","132882","서울특별시 도봉구 쌍문동 361-8번지 쌍문동노인복지센터 ","서울특별시 도봉구 우이천로 363 (쌍문동 쌍문동노인복지센터)","01370","쌍문동노인복지센터","20150102132320","I","2018-08-31 23:59:59.0","집단급식소","202031.185147545    ","460654.342001733    ","집단급식소","","","","","상수도전용","","0","","","","","0","0","N","99.12","","",""
