No,메인 키,기관 코드,유형1,유형2,대표 기관명,전체 기관명,최하위 기관명,대표 전화번호,새 우편번호,지번 주소,도로명 주소,행정 시,행정 구,행정 동,경도,위도,상태
109,BE_LiST31-0242,3120060,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 북가좌2동주민센터,북가좌2동주민센터,02-330-8141,03678,,서울특별시 서대문구 응암로1길10 (북가좌동),서울특별시,서대문구,북가좌2동,126.91118096762,37.5814998140976,정좌표
110,BE_LiST31-0243,3120127,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 북아현동주민센터,북아현동주민센터,02-330-8105,03756,,서울특별시 서대문구 이화여대길92-8 (대현동),서울특별시,서대문구,신촌동,126.943504258028,37.5595478088208,정좌표
111,BE_LiST31-0244,3120128,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 신촌동주민센터,신촌동주민센터,02-330-8111,03765,,서울특별시 서대문구 이화여대길92-8 (대현동),서울특별시,서대문구,신촌동,126.943504258028,37.5595478088208,정좌표
112,BE_LiST31-0245,3120129,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 연희동주민센터,연희동주민센터,02-330-8115,03697,,서울특별시 서대문구 연희로189 (연희동),서울특별시,서대문구,연희동,126.935219850986,37.5738860959915,정좌표
113,BE_LiST31-0246,3120040,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 천연동주민센터,천연동주민센터,02-330-8103,03743,,서울특별시 서대문구 성산로694,서울특별시,서대문구,천연동,126.959071596657,37.571121337262,정좌표
114,BE_LiST31-0247,3120126,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 충현동주민센터,충현동주민센터,02-330-8101,03748,,서울특별시 서대문구 북아현로22길38 (북아현동),서울특별시,서대문구,충현동,126.954720330823,37.5648087543522,정좌표
115,BE_LiST31-0248,3120054,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 홍은1동주민센터,홍은1동주민센터,02-330-8129,03604,,서울특별시 서대문구 홍은중앙로85 (홍은동),서울특별시,서대문구,홍은1동,126.947146080921,37.5988544899234,정좌표
116,BE_LiST31-0249,3120132,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 홍은2동주민센터,홍은2동주민센터,02-330-8133,03658,,서울특별시 서대문구 모래내로334 (홍은동),서울특별시,서대문구,홍은2동,126.934150029256,37.580108084721,정좌표
117,BE_LiST31-0250,3120050,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 홍제1동주민센터,홍제1동주민센터,02-330-8121,03646,,서울특별시 서대문구 통일로435-1 (홍제동),서울특별시,종로구,무악동,126.944888906304,37.5877055677648,정좌표
118,BE_LiST31-0251,3120131,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 홍제2동주민센터,홍제2동주민센터,02-330-8127,03632,,서울특별시 서대문구 통일로34길27 (홍제동),서울특별시,서대문구,홍제2동,126.949366939353,37.5861018728469,정좌표
119,BE_LiST31-0252,3120052,지자체,8읍면동_동,서울특별시,서울특별시 서대문구 홍제3동주민센터,홍제3동주민센터,02-330-8125,03622,,서울특별시 서대문구 세검정로4길32 (홍제동),서울특별시,서대문구,홍제3동,126.949689259853,37.5937636126857,정좌표
120,BE_LiST31-0516,6110574,지자체,소방_소방서,서울특별시,서울특별시 용산소방서,용산소방서,02-796-6361,04375,,서울특별시 용산구 한강대로 167,서울특별시,용산구,한강로동,126.971507147937,37.5341085280183,정좌표
121,BE_LiST31-0002,3220000,지자체,5시군구_구,서울특별시,서울특별시 강남구청,강남구청,02-3423-6000,06090,,서울특별시 강남구 학동로 426,서울특별시,강남구,삼성2동,127.047401857859,37.5172969535574,정좌표
122,BE_LiST31-0003,3240000,지자체,5시군구_구,서울특별시,서울특별시 강동구청,강동구청,02-3425-5000,05397,,서울특별시 강동구 성내로 25 (성내동),서울특별시,강동구,성내1동,127.124427075869,37.5298750381925,정좌표
123,BE_LiST31-0004,3080000,지자체,5시군구_구,서울특별시,서울특별시 강북구청,강북구청,02-901-6301,01071,,서울특별시 강북구 도봉로89길 13,서울특별시,강북구,수유3동,127.025449582525,37.6391855359371,정좌표
124,BE_LiST31-0005,3150000,지자체,5시군구_구,서울특별시,서울특별시 강서구청,강서구청,02-2600-6114,07658,,서울특별시 강서구 화곡로 302 (화곡동),서울특별시,강서구,화곡6동,126.850100404963,37.55078951059,정좌표
125,BE_LiST31-0006,3200000,지자체,5시군구_구,서울특별시,서울특별시 관악구청,관악구청,02-879-6000,08832,,서울특별시 관악구 관악로 145,서울특별시,관악구,청룡동,126.951828236337,37.4779590473466,정좌표
126,BE_LiST31-0007,3040000,지자체,5시군구_구,서울특별시,서울특별시 광진구청,광진구청,02-450-1114,05026,,서울특별시 광진구 자양로 117 (자양동),서울특별시,광진구,자양1동,127.082410366704,37.5379238378949,정좌표
127,BE_LiST31-0008,3160000,지자체,5시군구_구,서울특별시,서울특별시 구로구청,구로구청,02-860-2330,08284,,서울특별시 구로구 가마산로 245 (구로동),서울특별시,구로구,구로2동,126.887332665974,37.494953916418,정좌표
128,BE_LiST31-0009,3170000,지자체,5시군구_구,서울특별시,서울특별시 금천구청,금천구청,02-890-2300,08611,,서울특별시 금천구 시흥대로73길 70 (시흥동),서울특별시,금천구,시흥1동,126.896037224012,37.4570662932684,정좌표
129,BE_LiST31-0010,3100000,지자체,5시군구_구,서울특별시,서울특별시 노원구청,노원구청,02-2116-3114,01689,,서울특별시 노원구 노해로 437 (상계동),서울특별시,노원구,상계6.7동,127.056296522076,37.654517898455,정좌표
130,BE_LiST31-0011,3090000,지자체,5시군구_구,서울특별시,서울특별시 도봉구청,도봉구청,02-2091-2091,01331,,서울특별시 도봉구 마들로 656 (방학동),서울특별시,도봉구,방학1동,127.04713161789,37.6687163170304,정좌표
131,BE_LiST31-0012,3050000,지자체,5시군구_구,서울특별시,서울특별시 동대문구청,동대문구청,02-2127-5000,02565,,서울특별시 동대문구 천호대로 145 (용두동),서울특별시,동대문구,용신동,127.039896535824,37.5743911447528,정좌표
132,BE_LiST31-0013,3190000,지자체,5시군구_구,서울특별시,서울특별시 동작구청,동작구청,02-820-1114,06928,,서울특별시 동작구 장승배기로 161,서울특별시,동작구,노량진2동,126.940011310601,37.5125303997061,정좌표
133,BE_LiST31-0014,3130000,지자체,5시군구_구,서울특별시,서울특별시 마포구청,마포구청,02-3153-8114,03937,,서울특별시 마포구 월드컵로 212 (성산동),서울특별시,마포구,성산2동,126.901820874966,37.5669186026682,정좌표
134,BE_LiST31-0015,3120000,지자체,5시군구_구,서울특별시,서울특별시 서대문구청,서대문구청,02-330-1114,03718,,서울특별시 서대문구 연희로248 (연희동),서울특별시,서대문구,연희동,126.936302235822,37.5792147854345,정좌표
135,BE_LiST31-0016,3060000,지자체,5시군구_구,서울특별시,서울특별시 중랑구청,중랑구청,02-2094-2094,02043,,서울특별시 중랑구 봉화산로 179 (신내동),서울특별시,중랑구,신내2동,127.093543478556,37.6065498090664,정좌표
136,BE_LiST31-0017,3210000,지자체,5시군구_구,서울특별시,서울특별시 서초구청,서초구청,02-2155-6100,06750,,서울특별시 서초구 남부순환로 2584,서울특별시,서초구,서초2동,127.032683124222,37.4836245412638,정좌표
137,BE_LiST31-0018,3030000,지자체,5시군구_구,서울특별시,서울특별시 성동구청,성동구청,02-2286-5114,04750,,서울특별시 성동구 고산자로 270 (행당동),서울특별시,성동구,행당1동,127.036964816682,37.5634227091764,정좌표
138,BE_LiST31-0019,3070000,지자체,5시군구_구,서울특별시,서울특별시 성북구청,성북구청,02-2241-3300,02848,,서울특별시 성북구 보문로 168 (삼선동),서울특별시,성북구,삼선동,127.016849818965,37.589456281456,정좌표
139,BE_LiST31-0020,3230000,지자체,5시군구_구,서울특별시,서울특별시 송파구청,송파구청,02-2147-2000,05552,,서울특별시 올림픽로 326 (신천동),서울특별시,송파구,잠실6동,127.105526512451,37.5147562385542,정좌표
140,BE_LiST31-0021,3140000,지자체,5시군구_구,서울특별시,서울특별시 양천구청,양천구청,02-2650-3300,08095,,서울특별시 양천구 목동동로 105 (신정동),서울특별시,양천구,신정6동,126.880527816829,37.5473422019997,인근좌표
141,BE_LiST31-0022,3180000,지자체,5시군구_구,서울특별시,서울특별시 영등포구청,영등포구청,02-2670-3000,07260,,서울특별시 영등포구 당산로 123 (당산동3가),서울특별시,영등포구,당산1동,126.896368471318,37.5259652089339,정좌표
142,BE_LiST31-0023,3020000,지자체,5시군구_구,서울특별시,서울특별시 용산구청,용산구청,02-2199-6114,04390,,서울특별시 용산구 녹사평대로 150 (이태원동),서울특별시,용산구,이태원1동,126.990479059842,37.5324522981866,정좌표
143,BE_LiST31-0024,3110000,지자체,5시군구_구,서울특별시,서울특별시 은평구청,은평구청,02-351-8000,03384,,서울특별시 은평구 은평로 195 (녹번동),서울특별시,은평구,녹번동,126.929892506365,37.6026414081664,정좌표
144,BE_LiST31-0025,3000000,지자체,5시군구_구,서울특별시,서울특별시 종로구청,종로구청,02-2148-1111,03153,,서울특별시 종로구 삼봉로43,서울특별시,종로구,종로1.2.3.4가동,126.979139012595,37.5725906422704,정좌표
145,BE_LiST31-0026,3010000,지자체,5시군구_구,서울특별시,서울특별시 중구청,중구청,02-3396-4114,04558,,서울특별시 중구 창경궁로 17 (예관동),서울특별시,중구,광희동,126.997565459159,37.5637979130047,정좌표
146,BE_LiST31-0027,3220057,지자체,8읍면동_동,서울특별시,서울특별시 강남구 개포1동주민센터,개포1동주민센터,02-3423-7670,06321,,서울특별시 강남구 개포로 310-17,서울특별시,강남구,개포1동,127.057447225388,37.4847813405013,인근좌표
147,BE_LiST31-0028,3220058,지자체,8읍면동_동,서울특별시,서울특별시 강남구 개포2동주민센터,개포2동주민센터,02-3423-7770,06328,,서울특별시 강남구 개포로 511,서울특별시,강남구,개포2동,127.069076700417,37.4897839834965,정좌표
148,BE_LiST31-0029,3220060,지자체,8읍면동_동,서울특별시,서울특별시 강남구 개포4동주민센터,개포4동주민센터,02-3423-7870,06309,,서울특별시 강남구 개포로38길 12,서울특별시,강남구,개포4동,127.051662534414,37.4788262237293,정좌표
149,BE_LiST31-0030,3220041,지자체,8읍면동_동,서울특별시,서울특별시 강남구 논현1동주민센터,논현1동주민센터,02-3423-7420,06115,,서울특별시 강남구 학동로20길 25,서울특별시,강남구,논현1동,127.028535614143,37.5115051266617,정좌표
150,BE_LiST31-0031,3220042,지자체,8읍면동_동,서울특별시,서울특별시 강남구 논현2동주민센터,논현2동주민센터,02-3423-7520,06058,,서울특별시 강남구 학동로43길 17,서울특별시,강남구,논현2동,127.03720409447,37.5172833949743,정좌표
151,BE_LiST31-0484,3000034,지자체,보건_보건소,서울특별시,서울특별시 종로구 보건소,보건소,02-2148-3520,03153,,서울특별시 종로구 자하문로 19길 36,서울특별시,종로구,청운효자동,126.969226209705,37.5818315126927,정좌표
152,BE_LiST31-0253,3060056,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 망우3동주민센터,망우3동주민센터,02-2094-6520,02173,,서울특별시 중랑구 용마산로 461 (망우동),서울특별시,중랑구,망우3동,127.098150198906,37.5923626298234,정좌표
153,BE_LiST31-0254,3060125,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 망우본동주민센터,망우본동주민센터,02-2094-6480,02066,,서울특별시 중랑구 망우로67길 10 (망우동),서울특별시,중랑구,망우본동,127.101485575165,37.6005604159711,정좌표
154,BE_LiST31-0255,3060040,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 면목2동주민센터,면목2동주민센터,02-2094-6040,02130,,서울특별시 중랑구 동일로101길 20-15 (면목동),서울특별시,중랑구,면목2동,127.079027891865,37.5897710347623,정좌표
155,BE_LiST31-0256,3060042,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 면목4동주민센터,면목4동주민센터,02-2094-6120,02254,,서울특별시 중랑구 면목로 246 (면목동),서울특별시,중랑구,면목4동,127.085606771633,37.574697908287,정좌표
156,BE_LiST31-0257,3060043,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 면목5동주민센터,면목5동주민센터,02-2094-6160,02231,,서울특별시 중랑구 동일로 619 (면목동),서울특별시,중랑구,면목5동,127.079474553128,37.58575379124,정좌표
157,BE_LiST31-0258,3060045,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 면목7동주민센터,면목7동주민센터,02-2094-6200,02252,,서울특별시 중랑구 면목로 298 (면목동),서울특별시,중랑구,면목7동,127.086965270077,37.5790099449917,정좌표
158,BE_LiST31-0259,3060123,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 면목본동주민센터,면목본동주민센터,02-2094-6000,02219,,서울특별시 중랑구 면목로 397 (면목동),서울특별시,중랑구,면목본동,127.08755416068,37.5873539788654,정좌표
159,BE_LiST31-0260,3060127,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 면목제3.8동주민센터,면목제3.8동주민센터,02-2094-6080,02221,,서울특별시 중랑구 사가정로51길 48 (면목동),서울특별시,중랑구,면목제3.8동,127.088068985723,37.5829561186745,정좌표
160,BE_LiST31-0261,3060052,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 묵1동주민센터,묵1동주민센터,02-2094-6400,02034,,서울특별시 중랑구 공릉로2가길 5 (묵동),서울특별시,중랑구,묵1동,127.07848034375,37.6124165431619,정좌표
161,BE_LiST31-0262,3060053,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 묵2동주민센터,묵2동주민센터,02-2094-6440,02008,,서울특별시 중랑구 동일로157길 29 (묵동),서울특별시,중랑구,묵2동,127.076014902382,37.6096123749806,정좌표
162,BE_LiST31-0263,3060047,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 상봉1동주민센터,상봉1동주민센터,02-2094-6240,02091,,서울특별시 중랑구 상봉중앙로1길 6 (상봉동),서울특별시,중랑구,상봉1동,127.087159575528,37.5998351641463,정좌표
163,BE_LiST31-0264,3060048,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 상봉2동주민센터,상봉2동주민센터,02-2094-6280,02139,,서울특별시 중랑구 봉우재로 93-5 (상봉동),서울특별시,중랑구,상봉2동,127.083262135745,37.5924236709337,정좌표
164,BE_LiST31-0265,3060057,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 신내1동주민센터,신내1동주민센터,02-2094-6560,02068,,서울특별시 중랑구 용마산로129나길 35 (신내동),서울특별시,중랑구,신내1동,127.099505746666,37.6058716509068,정좌표
165,BE_LiST31-0266,3060058,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 신내2동주민센터,신내2동주민센터,02-2094-6600,02026,,서울특별시 중랑구 봉화산로 190 (신내동),서울특별시,중랑구,신내2동,127.09416036277,37.606265755166,정좌표
166,BE_LiST31-0267,3060049,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 중화1동주민센터,중화1동주민센터,02-2094-6320,02088,,서울특별시 중랑구 동일로134길 17 (중화동),서울특별시,중랑구,중화1동,127.080658741586,37.601167688037,정좌표
167,BE_LiST31-0268,3060050,지자체,8읍면동_동,서울특별시,서울특별시 중랑구 중화2동주민센터,중화2동주민센터,02-2094-6360,02016,,서울특별시 중랑구 봉화산로3길 28 (중화동),서울특별시,중랑구,중화2동,127.076168077378,37.6028326546685,정좌표
168,BE_LiST31-0269,3210057,지자체,8읍면동_동,서울특별시,서울특별시 서초구 내곡동주민센터,내곡동주민센터,02-2155-7934,06793,,서울특별시 서초구 염곡말길 9 (염곡동),서울특별시,서초구,내곡동,127.050699038096,37.4618240117024,정좌표
169,BE_LiST31-0270,3210046,지자체,8읍면동_동,서울특별시,서울특별시 서초구 반포1동주민센터,반포1동주민센터,02-2155-7608,06544,,서울특별시 서초구 사평대로 273,서울특별시,서초구,반포1동,127.013378201348,37.5050935940508,정좌표
170,BE_LiST31-0271,3210047,지자체,8읍면동_동,서울특별시,서울특별시 서초구 반포2동주민센터,반포2동주민센터,02-2155-7626,06504,,서울특별시 서초구 신반포로15길 16,서울특별시,서초구,반포2동,126.99447284255,37.5045883982294,정좌표
171,BE_LiST31-0272,3210048,지자체,8읍면동_동,서울특별시,서울특별시 서초구 반포3동주민센터,반포3동주민센터,02-2155-7665,06510,,서울특별시 서초구 신반포로23길 78,서울특별시,서초구,반포3동,127.005609016687,37.5120480182507,정좌표
172,BE_LiST31-0273,3210049,지자체,8읍면동_동,서울특별시,서울특별시 서초구 반포4동주민센터,반포4동주민센터,02-2155-7701,06577,,서울특별시 서초구 사평대로28길,서울특별시,서초구,서초2동,126.986415778504,37.4981933970163,인근좌표
173,BE_LiST31-0274,3210045,지자체,8읍면동_동,서울특별시,서울특별시 서초구 반포본동주민센터,반포본동주민센터,02-2155-7608,06548,,서울특별시 서초구 신반포로 10,서울특별시,서초구,반포본동,126.986091816023,37.5004814356494,정좌표
174,BE_LiST31-0453,6110987,지자체,도서관,서울특별시,서울특별시 서울시립대학교 중앙도서관,중앙도서관,02-6490-6525,02504,,서울특별시 동대문구 서울시립대로 163,서울특별시,동대문구,휘경2동,127.060864407368,37.5830180360578,정좌표
175,BE_LiST31-0369,3180046,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 당산1동주민센터,당산1동주민센터,02-2670-1104,07259,,서울특별시 영등포구 양산로23길 11,서울특별시,영등포구,당산1동,126.897405077033,37.5251277406307,정좌표
176,BE_LiST31-0370,3180047,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 당산2동주민센터,당산2동주민센터,02-2670-1129,07222,,서울특별시 영등포구 당산로235,서울특별시,영등포구,당산2동,126.902089543612,37.5347115307854,정좌표
177,BE_LiST31-0371,3180061,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 대림1동주민센터,대림1동주민센터,02-2670-1379,07428,,서울특별시 영등포구 디지털로 441,서울특별시,영등포구,대림1동,126.906195066486,37.4953849079783,정좌표
178,BE_LiST31-0372,3180062,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 대림2동주민센터,대림2동주민센터,02-2670-1399,07419,,서울특별시 영등포구 대림로23길 25,서울특별시,영등포구,대림2동,126.898249388705,37.4927374431195,정좌표
179,BE_LiST31-0373,3180063,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 대림3동주민센터,대림3동주민센터,02-2670-1424,07412,,서울특별시 영등포구 대림로197,서울특별시,영등포구,대림3동,126.898034247714,37.4983135671893,정좌표
180,BE_LiST31-0374,3180154,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 도림동주민센터,도림동주민센터,02-2670-1154,07373,,서울특별시 영등포구 도영로7길 10,서울특별시,영등포구,도림동,126.895998356792,37.5094911290178,정좌표
181,BE_LiST31-0375,3180155,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 문래동주민센터,문래동주민센터,02-2670-1174,07297,,서울특별시 영등포구 문래로28길 15,서울특별시,영등포구,문래동,126.899522691622,37.517108664996,정좌표
182,BE_LiST31-0376,3180054,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 신길1동주민센터,신길1동주민센터,02-2670-1239,07356,,서울특별시 영등포구 영등포로84길 24-5,서울특별시,영등포구,신길1동,126.921440118469,37.5111654787442,정좌표
183,BE_LiST31-0377,3180056,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 신길3동주민센터,신길3동주민센터,02-2670-1456,07384,,서울특별시 영등포구 신길로41라길 13-8,서울특별시,영등포구,신길3동,126.907751195389,37.5073006860491,정좌표
184,BE_LiST31-0378,3180057,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 신길4동주민센터,신길4동주민센터,02-2670-1284,07347,,서울특별시 영등포구 신길로42길1,서울특별시,영등포구,신길4동,126.911276499016,37.5084505887641,정좌표
185,BE_LiST31-0379,3180058,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 신길5동주민센터,신길5동주민센터,02-2670-1302,07398,,서울특별시 영등포구 도림로 264,서울특별시,영등포구,신길5동,126.905217127512,37.5016387214207,정좌표
186,BE_LiST31-0380,3180059,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 신길6동주민센터,신길6동주민센터,02-2670-1458,07430,,서울특별시 영등포구 대방천로 169,서울특별시,영등포구,신길6동,126.90984452775,37.4993747443107,정좌표
187,BE_LiST31-0381,3180060,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 신길7동주민센터,신길7동주민센터,02-2670-1354,07360,,서울특별시 영등포구 여의대방로43길 10,서울특별시,영등포구,신길7동,126.921511639608,37.5063874846339,정좌표
188,BE_LiST31-0382,3180052,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 양평1동주민센터,양평1동주민센터,02-2670-1191,07272,,서울특별시 영등포구 영등포로11길 12,서울특별시,영등포구,양평1동,126.888235331795,37.5236609716724,정좌표
189,BE_LiST31-0383,3180053,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 양평2동주민센터,양평2동주민센터,02-2670-1233,07206,,서울특별시 영등포구 양평로20길 8-1,서울특별시,영등포구,양평2동,126.895928961528,37.5377492684196,정좌표
190,BE_LiST31-0384,3180045,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 여의동주민센터,여의동주민센터,02-2670-1079,07343,,서울특별시 영등포구 국제금융로 124,서울특별시,영등포구,여의동,126.934611787302,37.5176907912117,정좌표
191,BE_LiST31-0385,3180153,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 영등포동주민센터,영등포동주민센터,02-2670-1450,07253,,서울특별시 영등포구 영등포로53길 22,서울특별시,영등포구,영등포동,126.910697534044,37.5203884527815,정좌표
192,BE_LiST31-0386,3180152,지자체,8읍면동_동,서울특별시,서울특별시 영등포구 영등포본동주민센터,영등포본동주민센터,02-2670-1024,07307,,서울특별시 영등포구신길로61길,서울특별시,중구,명동,126.90797396012,37.4981643298594,정좌표
193,BE_LiST31-0387,3020041,지자체,8읍면동_동,서울특별시,서울특별시 용산구 남영동주민센터,남영동주민센터,02-2199-8440,04335,,서울특별시 용산구 두텁바위로 25 (갈월동),서울특별시,용산구,남영동,126.974824426365,37.5457744567821,정좌표
194,BE_LiST31-0388,3020058,지자체,8읍면동_동,서울특별시,서울특별시 용산구 보광동주민센터,보광동주민센터,02-2199-8700,04394,,서울특별시 용산구 장문로 95 (보광동),서울특별시,용산구,보광동,127.00018238583,37.5263003863815,정좌표
195,BE_LiST31-0389,3020057,지자체,8읍면동_동,서울특별시,서울특별시 용산구 서빙고동주민센터,서빙고동주민센터,02-2199-8680,04398,,서울특별시 용산구 서빙고로 279 (서빙고동),서울특별시,용산구,서빙고동,126.994652815248,37.5204777240603,정좌표
196,BE_LiST31-0390,3020047,지자체,8읍면동_동,서울특별시,서울특별시 용산구 용문동주민센터,용문동주민센터,02-2199-8540,04356,,서울특별시 용산구 새창로12길 13 (도원동),서울특별시,용산구,용문동,126.957584934326,37.538956680924,정좌표
197,BE_LiST31-0391,3020040,지자체,8읍면동_동,서울특별시,서울특별시 용산구 용산2가동주민센터,용산2가동주민센터,02-2199-8420,04339,,서울특별시 용산구 신흥로 90 (용산2가동),서울특별시,용산구,용산2가동,126.985569566321,37.5460729646522,정좌표
198,BE_LiST31-0392,3020044,지자체,8읍면동_동,서울특별시,서울특별시 용산구 원효로1동주민센터,원효로1동주민센터,02-2199-8480,04368,,서울특별시 용산구 백범로 350 (문배동),서울특별시,용산구,원효로1동,126.967628086118,37.5372424983376,정좌표
199,BE_LiST31-0393,3020045,지자체,8읍면동_동,서울특별시,서울특별시 용산구 원효로2동주민센터,원효로2동주민센터,02-2199-8500,04360,,서울특별시 용산구 효창원로8길 3 (산천동),서울특별시,용산구,원효로2동,126.951547294215,37.5343533590361,정좌표
200,BE_LiST31-0394,3020051,지자체,8읍면동_동,서울특별시,서울특별시 용산구 이촌1동주민센터,이촌1동주민센터,02-2199-8580,04422,,서울특별시 용산구 이촌로71길 24 (이촌동),서울특별시,용산구,이촌1동,126.973300933313,37.5213613224468,정좌표
201,BE_LiST31-0395,3020052,지자체,8읍면동_동,서울특별시,서울특별시 용산구 이촌2동주민센터,이촌2동주민센터,02-2199-8600,04374,,서울특별시 용산구 이촌로18길 20 (이촌동),서울특별시,용산구,이촌2동,126.954659234822,37.5262826487394,정좌표
202,BE_LiST31-0396,3020053,지자체,8읍면동_동,서울특별시,서울특별시 용산구 이태원1동주민센터,이태원1동주민센터,02-2199-8620,04406,,서울특별시 용산구 보광로 104-6 (이태원동),서울특별시,용산구,이태원1동,126.99506754885,37.5325069786733,정좌표
203,BE_LiST31-0342,3230061,지자체,8읍면동_동,서울특별시,서울특별시 송파구 잠실2동주민센터,잠실2동주민센터,02-2147-4630,05502,,서울특별시 송파구 올림픽로 159 (잠실동),서울특별시,송파구,잠실2동,127.088543291549,37.5118961543936,정좌표
204,BE_LiST31-0343,3230062,지자체,8읍면동_동,서울특별시,서울특별시 송파구 잠실3동주민센터,잠실3동주민센터,02-2147-4660,05503,,서울특별시 송파구 잠실로 51-31 (잠실동),서울특별시,송파구,잠실3동,127.094376462769,37.5133010874802,정좌표
205,BE_LiST31-0344,3230063,지자체,8읍면동_동,서울특별시,서울특별시 송파구 잠실4동주민센터,잠실4동주민센터,02-2147-4690,05507,,서울특별시 송파구 올림픽로35길 16 (신천동),서울특별시,송파구,잠실4동,127.112230666965,37.5201584677573,정좌표
206,BE_LiST31-0345,3230065,지자체,8읍면동_동,서울특별시,서울특별시 송파구 잠실6동주민센터,잠실6동주민센터,02-2147-4720,05504,,서울특별시 송파구 올림픽로35길 120 (신천동),서울특별시,송파구,잠실6동,127.100638629422,37.5181176539074,정좌표
207,BE_LiST31-0346,3230066,지자체,8읍면동_동,서울특별시,서울특별시 송파구 잠실7동주민센터,잠실7동주민센터,02-2147-4750,05572,,서울특별시 송파구 올림픽로4길 17 상가2층 (잠실동 아시아선수촌),서울특별시,송파구,잠실7동,127.077089275154,37.5086728217916,정좌표
208,BE_LiST31-0347,3230059,지자체,8읍면동_동,서울특별시,서울특별시 송파구 잠실본동주민센터,잠실본동주민센터,02-2147-4600,05568,,서울특별시 송파구 백제고분로15길 9 (잠실동),서울특별시,송파구,잠실본동,127.084327048765,37.5061409064028,정좌표
209,BE_LiST31-0348,3230099,지자체,8읍면동_동,서울특별시,서울특별시 송파구 장지동주민센터,장지동주민센터,02-2147-4570,05800,,서울특별시 송파구 새말로19길 6 (문정동),서울특별시,송파구,장지동,127.132439114048,37.4869673619695,정좌표
210,BE_LiST31-0349,3230040,지자체,8읍면동_동,서울특별시,서울특별시 송파구 풍납1동주민센터,풍납1동주민센터,02-2147-4000,05511,,서울특별시 송파구 천호대로152길 7 (풍납동),서울특별시,송파구,풍납1동,127.122072622071,37.5380698701461,정좌표
211,BE_LiST31-0350,3230041,지자체,8읍면동_동,서울특별시,서울특별시 송파구 풍납2동주민센터,풍납2동주민센터,02-2147-4030,05537,,서울특별시 송파구 토성로 64 (풍납동),서울특별시,송파구,풍납2동,127.116769154514,37.5287542061432,정좌표
212,BE_LiST31-0351,3140039,지자체,8읍면동_동,서울특별시,서울특별시 양천구 목1동주민센터,목1동주민센터,02-2620-3492,07992,,서울특별시 양천구 목동서로 192 (목동),서울특별시,양천구,목1동,126.88228935849,37.5429110246626,인근좌표
214,BE_LiST31-0353,3140041,지자체,8읍면동_동,서울특별시,서울특별시 양천구 목3동주민센터,목3동주민센터,02-2620-3980,07951,,서울특별시 양천구 목동중앙남로16나길 55 (목동),서울특별시,양천구,목3동,126.868363606591,37.5439326816567,인근좌표
215,BE_LiST31-0354,3140042,지자체,8읍면동_동,서울특별시,서울특별시 양천구 목4동주민센터,목4동주민센터,02-2620-4000,07967,,서울특별시 양천구 목동중앙로 25 (목동),서울특별시,양천구,목4동,126.857036526785,37.51050463631,인근좌표
216,BE_LiST31-0355,3140043,지자체,8읍면동_동,서울특별시,서울특별시 양천구 목5동주민센터,목5동주민센터,02-2620-4020,07984,,서울특별시 양천구 목동서로 41 (목동),서울특별시,양천구,신정6동,126.871814477652,37.5424078659183,인근좌표
